"Section"	"section_id"	"req_id"	"Test Availability"	"Annotation?"	"New Req for R?"	"New CTS for R?"	"class_def"	"method"	"module"	"Comment(internal) e.g. why a test is not possible"	"Comment (external)"	"New vs Updated(Q)"	"CTS Bug Id"	"CDD Bug Id"	"CDD CL"	"Area"	"Shortened"	"Test Level"	""	"external version"	""	""	""
	"4"	"C-0-5"	"Not testable"				"android.packageinstaller.externalsources.ctsExternalSourcesTest"	"testManageUnknownSourcesExists"	"CtsExternalSourcesTestCases"							"Security"	"Security"	"2"
	"4"	"C-0-6"	"Manually Testable Missing Test"				"android.packageinstaller.externalsources.cts.ExternalSourcesTest"	"blockedSourcesTest allowedSourcesTest defaultSourcesTest"	"CtsExternalSourcesTestCases"							"Security"	"Security"	"2"
	"4"	"C-0-7"	"Manually Testable Missing Test"				"android.harmfulappwarning.cts.HarmfulAppWarningTest"	"testNormalLaunch testLaunchAnyway testUninstall testDismissDialog"	"CtsHarmfulAppWarningHostTestCases"							"Security"	"Security"	"2"
