"Section"	"section_id"	"req_id"	"full_key"	"manual_search_terms"	"requirement"	"Test Availability"	"class_def"	"method"	"module"	"matched_terms"	"methods_string"	"search_terms"	"file_name"	"Comment(internal) e.g. why a test is not possible"	"CTS Bug Id"	"Test Level"
"9.5  . Multi"	"9.5"	"C-3-2"	"9.5/C-3-2"	"clone"	"""C-3-2] MUST NOT have this as a work profile."""	Test Available, Test Incomplete	"android.host.multiuser.CreateUsersPermissionTest"	"testCanCreateRestrictedUser"	"CtsMultiUserHostTestCases"	"1: 9.5"	"([1:/android/host/multiuser/CreateUsersPermissionTest.java]:[9.5]:[1]:method_text:[ {        createRestrictedProfile(mPrimaryUserId);    }    @CddTest(requirement=""9.5/A-1-3"")   ])"	"9.5 clone work re_tag:(?<!/)C\-3\-2 9.5/C-3-2 profile."	"/home/gpoor/cts-12-source/cts/hostsidetests/multiuser/src/android/host/multiuser/CreateUsersPermissionTest.java"	"Test does not reference ""work"" profile, could be testing by id?"	tbd ?	""
"9.5  . Multi"	"9.5"	"C-3-2"	"9.5/C-3-2"	"clone"	"""C-3-2] MUST NOT have this as a work profile."""	""	"android.multiuser.cts.UserManagerTest"	"testCloneUser"	"CtsMultiUserTestCases"	"1: clone clone"	"([10:/android/multiuser/cts/UserManagerTest.java]:[clone]:[10]:method_text:[e();            mInstrumentation.getUiAutomation().dropShellPermissionIdentity();        }    }}])"	"9.5 clone work re_tag:(?<!/)C\-3\-2 9.5/C-3-2 profile."	"/home/gpoor/cts-12-source/cts/tests/tests/multiuser/src/android/multiuser/cts/UserManagerTest.java"	""	""	""
