"Section"	"section_id"	"req_id"	"full_key"	"manual_search_terms"	"requirement"	"Test Availability"	"class_def"	"method"	"module"	"matched_terms"	"methods_string"	"search_terms"	"file_name"	"Comment(internal) e.g. why a test is not possible"	"CTS Bug Id"	"Test Level"
"9.5  . Multi"	"9.5"	"C-3-1"	"9.5/C-3-1"	"CLONE multiuser clone"	"""C-3-1] MUST only provide access to storage or data that is either already accessible to the parent user profile or is directly owned by this additional user profile."""	""	"android.content.pm.cts.shortcut.multiuser.ShortcutManagerManagedUserTest"	"test01_managedProfileNotStarted"	""	"2: user profile"	"([1:/android/content/pm/cts/shortcut/multiuser/ShortcutManagerManagedUserTest.java]:[profile]:[1]:method_text:[ e) {            assertTrue(e.getMessage().contains(""locked or not running""));        }    }   ])"	"user storage accessible 9.5/C-3-1 additional already access CLONE profile. profile directly data clone re_tag:(?<!/)C\-3\-1 provide 9.5 parent owned multiuser only"	"/home/gpoor/cts-12-source/cts/hostsidetests/shortcuts/deviceside/multiuser/src/android/content/pm/cts/shortcut/multiuser/ShortcutManagerManagedUserTest.java"	""	""	""
"9.5  . Multi"	"9.5"	"C-3-1"	"9.5/C-3-1"	"CLONE multiuser clone"	"""C-3-1] MUST only provide access to storage or data that is either already accessible to the parent user profile or is directly owned by this additional user profile."""	""	"android.content.pm.cts.shortcut.multiuser.ShortcutManagerManagedUserTest"	"test02_createShortuctsOnPrimaryUser"	""	"1: user"	"([1:/android/content/pm/cts/shortcut/multiuser/ShortcutManagerManagedUserTest.java]:[user]:[1]:method_text:[                        new ComponentName(getContext(), MainActivity.class))).build())));    }   ])"	"user storage accessible 9.5/C-3-1 additional already access CLONE profile. profile directly data clone re_tag:(?<!/)C\-3\-1 provide 9.5 parent owned multiuser only"	"/home/gpoor/cts-12-source/cts/hostsidetests/shortcuts/deviceside/multiuser/src/android/content/pm/cts/shortcut/multiuser/ShortcutManagerManagedUserTest.java"	""	""	""
"9.5  . Multi"	"9.5"	"C-3-1"	"9.5/C-3-1"	"CLONE multiuser clone"	"""C-3-1] MUST only provide access to storage or data that is either already accessible to the parent user profile or is directly owned by this additional user profile."""	""	"android.content.pm.cts.shortcut.multiuser.ShortcutManagerManagedUserTest"	"test04_getAndLaunch_primary"	""	"2: user profile"	"([1:/android/content/pm/cts/shortcut/multiuser/ShortcutManagerManagedUserTest.java]:[profile]:[1]:method_text:[r);    }    @Suppress // Having a launcher on managed profile is not supported, so don't run.   ])"	"user storage accessible 9.5/C-3-1 additional already access CLONE profile. profile directly data clone re_tag:(?<!/)C\-3\-1 provide 9.5 parent owned multiuser only"	"/home/gpoor/cts-12-source/cts/hostsidetests/shortcuts/deviceside/multiuser/src/android/content/pm/cts/shortcut/multiuser/ShortcutManagerManagedUserTest.java"	""	""	""
"9.5  . Multi"	"9.5"	"C-3-1"	"9.5/C-3-1"	"CLONE multiuser clone"	"""C-3-1] MUST only provide access to storage or data that is either already accessible to the parent user profile or is directly owned by this additional user profile."""	""	"android.content.pm.cts.shortcut.multiuser.ShortcutManagerManagedUserTest"	"test05_getAndLaunch_managed"	""	"3: user access profile"	"([3:/android/content/pm/cts/shortcut/multiuser/ShortcutManagerManagedUserTest.java]:[profile]:[3]:method_text:[           return user;        }        fail(""Other user not found"");        return null;    }}])"	"user storage accessible 9.5/C-3-1 additional already access CLONE profile. profile directly data clone re_tag:(?<!/)C\-3\-1 provide 9.5 parent owned multiuser only"	"/home/gpoor/cts-12-source/cts/hostsidetests/shortcuts/deviceside/multiuser/src/android/content/pm/cts/shortcut/multiuser/ShortcutManagerManagedUserTest.java"	""	""	""
"9.5  . Multi"	"9.5"	"C-3-1"	"9.5/C-3-1"	"CLONE multiuser clone"	"""C-3-1] MUST only provide access to storage or data that is either already accessible to the parent user profile or is directly owned by this additional user profile."""	""	"android.content.pm.cts.shortcut.multiuser.ShortcutManagerManagedUserTest"	"test03_createShortuctsOnManagedProfile"	""	"1: profile"	"([1:/android/content/pm/cts/shortcut/multiuser/ShortcutManagerManagedUserTest.java]:[profile]:[1]:method_text:[                        new ComponentName(getContext(), MainActivity.class))).build())));    }   ])"	"user storage accessible 9.5/C-3-1 additional already access CLONE profile. profile directly data clone re_tag:(?<!/)C\-3\-1 provide 9.5 parent owned multiuser only"	"/home/gpoor/cts-12-source/cts/hostsidetests/shortcuts/deviceside/multiuser/src/android/content/pm/cts/shortcut/multiuser/ShortcutManagerManagedUserTest.java"	""	""	""
"9.5  . Multi"	"9.5"	"C-3-1"	"9.5/C-3-1"	"CLONE multiuser clone"	"""C-3-1] MUST only provide access to storage or data that is either already accessible to the parent user profile or is directly owned by this additional user profile."""	""	"android.content.pm.cts.shortcut.multiuser.ShortcutManagerSecondaryUserTest"	"testCreateAndStart"	""	"1: user"	"([6:/android/content/pm/cts/shortcut/multiuser/ShortcutManagerSecondaryUserTest.java]:[user]:[6]:method_text:[       retryUntil(() -> MainActivity.getLastCreateTime() >= now, ""Activity not started"");    }   ])"	"user storage accessible 9.5/C-3-1 additional already access CLONE profile. profile directly data clone re_tag:(?<!/)C\-3\-1 provide 9.5 parent owned multiuser only"	"/home/gpoor/cts-12-source/cts/hostsidetests/shortcuts/deviceside/multiuser/src/android/content/pm/cts/shortcut/multiuser/ShortcutManagerSecondaryUserTest.java"	""	""	""
"9.5  . Multi"	"9.5"	"C-3-1"	"9.5/C-3-1"	"CLONE multiuser clone"	"""C-3-1] MUST only provide access to storage or data that is either already accessible to the parent user profile or is directly owned by this additional user profile."""	""	"android.content.pm.cts.shortcut.multiuser.ShortcutManagerSecondaryUserTest"	"testDifferentUserNotAccessible"	""	"4: user accessible access profile"	"([1:/android/content/pm/cts/shortcut/multiuser/ShortcutManagerSecondaryUserTest.java]:[profile]:[1]:method_text:[serHandle.class.getMethod(""of"", int.class);        return (UserHandle) of.invoke(null, 0);    }}])"	"user storage accessible 9.5/C-3-1 additional already access CLONE profile. profile directly data clone re_tag:(?<!/)C\-3\-1 provide 9.5 parent owned multiuser only"	"/home/gpoor/cts-12-source/cts/hostsidetests/shortcuts/deviceside/multiuser/src/android/content/pm/cts/shortcut/multiuser/ShortcutManagerSecondaryUserTest.java"	""	""	""
"9.5  . Multi"	"9.5"	"C-3-1"	"9.5/C-3-1"	"CLONE multiuser clone"	"""C-3-1] MUST only provide access to storage or data that is either already accessible to the parent user profile or is directly owned by this additional user profile."""	""	"com.android.cts.multiuserstorageapp.MultiUserStorageTest"	"listFiles"	""	"4: user storage access multiuser"	"([3:/com/android/cts/multiuserstorageapp/MultiUserStorageTest.java]:[multiuser]:[3]:method_text:[     Log.d(TAG, ""Wiping "" + file);                file.delete();            }        }    }   ])"	"user storage accessible 9.5/C-3-1 additional already access CLONE profile. profile directly data clone re_tag:(?<!/)C\-3\-1 provide 9.5 parent owned multiuser only"	"/home/gpoor/cts-12-source/cts/hostsidetests/appsecurity/test-apps/MultiUserStorageApp/src/com/android/cts/multiuserstorageapp/MultiUserStorageTest.java"	""	""	""
"9.5  . Multi"	"9.5"	"C-3-1"	"9.5/C-3-1"	"CLONE multiuser clone"	"""C-3-1] MUST only provide access to storage or data that is either already accessible to the parent user profile or is directly owned by this additional user profile."""	""	"com.android.cts.multiuserstorageapp.MultiUserStorageTest"	"testReadIsolatedStorage"	""	"2: user storage"	"([2:/com/android/cts/multiuserstorageapp/MultiUserStorageTest.java]:[storage]:[2]:method_text:[at "" + path, uid,                    readInt(new File(path, FILE_SINGLETON)));        }    }   ])"	"user storage accessible 9.5/C-3-1 additional already access CLONE profile. profile directly data clone re_tag:(?<!/)C\-3\-1 provide 9.5 parent owned multiuser only"	"/home/gpoor/cts-12-source/cts/hostsidetests/appsecurity/test-apps/MultiUserStorageApp/src/com/android/cts/multiuserstorageapp/MultiUserStorageTest.java"	""	""	""
"9.5  . Multi"	"9.5"	"C-3-1"	"9.5/C-3-1"	"CLONE multiuser clone"	"""C-3-1] MUST only provide access to storage or data that is either already accessible to the parent user profile or is directly owned by this additional user profile."""	""	"com.android.cts.multiuserstorageapp.MultiUserStorageTest"	"testReadObbStorage"	""	"2: user storage"	"([2:/com/android/cts/multiuserstorageapp/MultiUserStorageTest.java]:[storage]:[2]:method_text:[SINGLETON)));    }    /**     * Verify that we can't poke at storage of other users.     */   ])"	"user storage accessible 9.5/C-3-1 additional already access CLONE profile. profile directly data clone re_tag:(?<!/)C\-3\-1 provide 9.5 parent owned multiuser only"	"/home/gpoor/cts-12-source/cts/hostsidetests/appsecurity/test-apps/MultiUserStorageApp/src/com/android/cts/multiuserstorageapp/MultiUserStorageTest.java"	""	""	""
