"Section"	"section_id"	"req_id"	"Test Availability"	"class_def"	"method"	"module"	"method_text"	"full_key"	"requirement"	"key_as_number"	"search_terms"	"manual_search_terms"	"not_search_terms"	"not_files"	"matched_terms"	"search_roots"	"qualified_method"	"max_matches"	"file_name"	"matched_files"	"methods_string"	"urls"	"protected"	"Area"	"Shortened"	"Test Level"
"269:784393) 9.11.3  . Identity Credential"	"9.11.3"	"C-0-2"	""	"[('android.security.identity.cts.UserAuthTest', 3), ('android.security.identity.cts.UtilUnitTests', 2), ('android.security.identity.cts.ProvisioningTest', 2), ('android.security.identity.cts.X509CertificateSigningTest', 1), ('android.security.identity.cts.EphemeralKeyTest', 1), ('android.security.identity.cts.AttestationTest', 1), ('android.security.identity.cts.IdentityApiTest', 1), ('android.security.identity.cts.CreateItemsRequestTest', 1), ('android.security.identity.cts.HkdfTest', 1)]"	"[('build', 11), ('getBytes', 6), ('printStackTrace', 6), ('end', 5), ('getExampleDrivingPrivilegesCbor', 4), ('Builder', 4), ('ByteArrayOutputStream', 3), ('CborBuilder', 3), ('addMap', 3), ('toByteArray', 3), ('addArray', 2), ('iterator', 2), ('next', 2), ('getPublicKey', 2), ('DeviceLockSession', 2), ('LockScreenSession', 2), ('setLockCredential', 2), ('performDeviceLock', 2), ('sleepDevice', 2), ('getTargetContext', 2), ('length', 2), ('prettyPrintMap', 1), ('Random', 1), ('toString', 1)]"	"[('CtsIdentityTestCases', 13)]"	""	"9.11.3/C-0-2"	"""C-0-2] MUST implement the Identity Credential System (e.g. the android.security.identity.* APIs) with code communicating with a trusted application in an area that is securely isolated from the code running on the kernel and above. Secure isolation MUST block all potential mechanisms by which kernel or userspace code might access the internal state of the isolated environment, including DMA. """	"09110300.670002"	"re_tag:DMA&identity DMA android.security.identity"	"re_tag:DMA&identity"	""	""	"[('android.security.identity', 9), ('DMA', 4)]"	"identity"	"[('[android.security.identity.cts.UserAuthTest isDeviceLocked CtsIdentityTestCases]', 2), ('[android.security.identity.cts.UserAuthTest testUserAuth CtsIdentityTestCases]', 1)]"	""	"[('/home/gpoor/cts-source/cts/tests/tests/identity/src/android/security/identity/cts/UserAuthTest.java', 3), ('/home/gpoor/cts-source/cts/tests/tests/identity/src/android/security/identity/cts/UtilUnitTests.java', 2), ('/home/gpoor/cts-source/cts/tests/tests/identity/src/android/security/identity/cts/ProvisioningTest.java', 2), ('/home/gpoor/cts-source/cts/tests/tests/identity/src/android/security/identity/cts/X509CertificateSigningTest.java', 1), ('/home/gpoor/cts-source/cts/tests/tests/identity/src/android/security/identity/cts/EphemeralKeyTest.java', 1), ('/home/gpoor/cts-source/cts/tests/tests/identity/src/android/security/identity/cts/AttestationTest.java', 1), ('/home/gpoor/cts-source/cts/tests/tests/identity/src/android/security/identity/cts/IdentityApiTest.java', 1), ('/home/gpoor/cts-source/cts/tests/tests/identity/src/android/security/identity/cts/CreateItemsRequestTest.java', 1), ('/home/gpoor/cts-source/cts/tests/tests/identity/src/android/security/identity/cts/HkdfTest.java', 1)]"	"[('(1,android.security.identity,/android/security/identity/cts/X509CertificateSigningTest.java)', 1), ('(1,DMA,/android/security/identity/cts/UtilUnitTests.java)', 1), ('(1,android.security.identity,/android/security/identity/cts/UtilUnitTests.java)', 1), ('(4,android.security.identity,/android/security/identity/cts/EphemeralKeyTest.java)', 1), ('(3,android.security.identity,/android/security/identity/cts/AttestationTest.java)', 1), ('(15,android.security.identity,/android/security/identity/cts/IdentityApiTest.java)', 1), ('(1,re_tag:DMA&identity,/android/security/identity/cts/ProvisioningTest.java)', 1), ('(1,DMA,/android/security/identity/cts/ProvisioningTest.java)', 1), ('(16,android.security.identity,/android/security/identity/cts/ProvisioningTest.java)', 1), ('(1,re_tag:DMA&identity,/android/security/identity/cts/UserAuthTest.java)', 1), ('(13,DMA,/android/security/identity/cts/UserAuthTest.java)', 1), ('(11,android.security.identity,/android/security/identity/cts/UserAuthTest.java)', 1), ('(1,android.security.identity,/android/security/identity/cts/CreateItemsRequestTest.java)', 1), ('(1,android.security.identity,/android/security/identity/cts/HkdfTest.java)', 1)]"	"[('([1:/android/security/identity/cts/X509CertificateSigningTest.java]:[android.security.identity]:[1]:method_text:[09CertificateSigningTest {    private static final String TAG = ""X509CertificateSigningTest"";   ])', 1), ('([1:/android/security/identity/cts/UtilUnitTests.java]:[DMA]:[1]:method_text:[: [0x01, 0x02, 0x03]\\n""                + ""}"", Util.cborPrettyPrint(baos.toByteArray()));    }   ])', 1), ('([1:/android/security/identity/cts/UtilUnitTests.java]:[android.security.identity]:[1]:method_text:[del.UnicodeString;import co.nstant.in.cbor.model.UnsignedInteger;public class UtilUnitTests {   ])', 1), ('([4:/android/security/identity/cts/EphemeralKeyTest.java]:[android.security.identity]:[4]:method_text:[code.public class EphemeralKeyTest {    private static final String TAG = ""EphemeralKeyTest"";   ])', 1), ('([3:/android/security/identity/cts/AttestationTest.java]:[android.security.identity]:[3]:method_text:[STATION_APPLICATION_ID = 709;    public static final int KM_TAG_IDENTITY_CREDENTIAL_KEY = 721;   ])', 1), ('([15:/android/security/identity/cts/IdentityApiTest.java]:[android.security.identity]:[15]:method_text:[quals;public class IdentityApiTest {    private static final String TAG = ""IdentityApiTest"";   ])', 1), ('([1:/android/security/identity/cts/ProvisioningTest.java]:[DMA]:[1]:method_text:[tStackTrace();            assertTrue(false);        }        return certificateChain;    }   ])', 1), ('([16:/android/security/identity/cts/ProvisioningTest.java]:[android.security.identity]:[16]:method_text:[tStackTrace();            assertTrue(false);        }        return certificateChain;    }   ])', 1), ('([5:/android/security/identity/cts/UserAuthTest.java]:[DMA]:[5]:method_text:[) {            throw new RuntimeException(""Error creating auth-bound key"", e);        }    }   ])', 1), ('([8:/android/security/identity/cts/UserAuthTest.java]:[DMA]:[8]:method_text:[        rd.getEntry(""org.iso.18013-5.2019"", ""Accessible to auth-with-10-sec-timeout (1)""));    }}])', 1), ('([11:/android/security/identity/cts/UserAuthTest.java]:[android.security.identity]:[11]:method_text:[) {            throw new RuntimeException(""Error creating auth-bound key"", e);        }    }   ])', 1), ('([1:/android/security/identity/cts/CreateItemsRequestTest.java]:[android.security.identity]:[1]:method_text:[t java.util.Map;import co.nstant.in.cbor.CborException;public class CreateItemsRequestTest {   ])', 1), ('([1:/android/security/identity/cts/HkdfTest.java]:[android.security.identity]:[1]:method_text:[yte[] bytes = new byte[numBytes];        sRandom.nextBytes(bytes);        return bytes;    }   ])', 1)]"	""	""	""	""	""
"269:784393) 9.11.3  . Identity Credential"	"9.11.3"	"C-0-3"	""	"[('android.security.identity.cts.EphemeralKeyTest', 2), ('android.security.identity.cts.ProvisioningTest', 2), ('android.security.identity.cts.X509CertificateSigningTest', 1), ('android.security.identity.cts.UtilUnitTests', 1), ('android.security.identity.cts.AttestationTest', 1), ('android.security.identity.cts.IdentityApiTest', 1), ('android.security.identity.cts.UserAuthTest', 1), ('android.security.identity.cts.CreateItemsRequestTest', 1), ('android.security.identity.cts.HkdfTest', 1)]"	"[('build', 5), ('getBytes', 3), ('printStackTrace', 3), ('getExampleDrivingPrivilegesCbor', 2), ('end', 2), ('Builder', 2), ('length', 2), ('createEphemeralKey', 1), ('ByteArrayOutputStream', 1), ('CborBuilder', 1), ('addArray', 1), ('addMap', 1), ('toByteArray', 1), ('iterator', 1), ('next', 1), ('getPublicKey', 1), ('DeviceLockSession', 1), ('LockScreenSession', 1), ('setLockCredential', 1), ('performDeviceLock', 1), ('sleepDevice', 1), ('getTargetContext', 1), ('Random', 1), ('toString', 1)]"	"[('CtsIdentityTestCases', 11)]"	""	"9.11.3/C-0-3"	"""C-0-3] The cryptographic operations needed to implement the Identity Credential System (e.g. the android.security.identity.* APIs) MUST be performed entirely in the trusted application and private key material MUST never leave the isolated execution environment unless specifically required by higher-level APIs (e.g. the createEphemeralKeyPair() method). """	"09110300.670003"	"createEphemeralKeyPair() android.security.identity"	""	""	""	"[('android.security.identity', 9), ('createEphemeralKeyPair()', 2)]"	"identity"	"[('[android.security.identity.cts.EphemeralKeyTest isHalImplemented CtsIdentityTestCases]', 1), ('[android.security.identity.cts.ProvisioningTest testProvisionAndRetrieveMultipleTimes CtsIdentityTestCases]', 1), ('[android.security.identity.cts.UserAuthTest isDeviceLocked CtsIdentityTestCases]', 1)]"	""	"[('/home/gpoor/cts-source/cts/tests/tests/identity/src/android/security/identity/cts/EphemeralKeyTest.java', 2), ('/home/gpoor/cts-source/cts/tests/tests/identity/src/android/security/identity/cts/ProvisioningTest.java', 2), ('/home/gpoor/cts-source/cts/tests/tests/identity/src/android/security/identity/cts/X509CertificateSigningTest.java', 1), ('/home/gpoor/cts-source/cts/tests/tests/identity/src/android/security/identity/cts/UtilUnitTests.java', 1), ('/home/gpoor/cts-source/cts/tests/tests/identity/src/android/security/identity/cts/AttestationTest.java', 1), ('/home/gpoor/cts-source/cts/tests/tests/identity/src/android/security/identity/cts/IdentityApiTest.java', 1), ('/home/gpoor/cts-source/cts/tests/tests/identity/src/android/security/identity/cts/UserAuthTest.java', 1), ('/home/gpoor/cts-source/cts/tests/tests/identity/src/android/security/identity/cts/CreateItemsRequestTest.java', 1), ('/home/gpoor/cts-source/cts/tests/tests/identity/src/android/security/identity/cts/HkdfTest.java', 1)]"	"[('(1,android.security.identity,/android/security/identity/cts/X509CertificateSigningTest.java)', 1), ('(1,android.security.identity,/android/security/identity/cts/UtilUnitTests.java)', 1), ('(1,createEphemeralKeyPair(),/android/security/identity/cts/EphemeralKeyTest.java)', 1), ('(4,android.security.identity,/android/security/identity/cts/EphemeralKeyTest.java)', 1), ('(3,android.security.identity,/android/security/identity/cts/AttestationTest.java)', 1), ('(15,android.security.identity,/android/security/identity/cts/IdentityApiTest.java)', 1), ('(3,createEphemeralKeyPair(),/android/security/identity/cts/ProvisioningTest.java)', 1), ('(16,android.security.identity,/android/security/identity/cts/ProvisioningTest.java)', 1), ('(11,android.security.identity,/android/security/identity/cts/UserAuthTest.java)', 1), ('(1,android.security.identity,/android/security/identity/cts/CreateItemsRequestTest.java)', 1), ('(1,android.security.identity,/android/security/identity/cts/HkdfTest.java)', 1)]"	"[('([1:/android/security/identity/cts/X509CertificateSigningTest.java]:[android.security.identity]:[1]:method_text:[09CertificateSigningTest {    private static final String TAG = ""X509CertificateSigningTest"";   ])', 1), ('([1:/android/security/identity/cts/UtilUnitTests.java]:[android.security.identity]:[1]:method_text:[del.UnicodeString;import co.nstant.in.cbor.model.UnsignedInteger;public class UtilUnitTests {   ])', 1), ('([1:/android/security/identity/cts/EphemeralKeyTest.java]:[createEphemeralKeyPair()]:[1]:method_text:[            }            mMdlExpectedCounter += 1;            return plaintext;        }    }}])', 1), ('([4:/android/security/identity/cts/EphemeralKeyTest.java]:[android.security.identity]:[4]:method_text:[code.public class EphemeralKeyTest {    private static final String TAG = ""EphemeralKeyTest"";   ])', 1), ('([3:/android/security/identity/cts/AttestationTest.java]:[android.security.identity]:[3]:method_text:[STATION_APPLICATION_ID = 709;    public static final int KM_TAG_IDENTITY_CREDENTIAL_KEY = 721;   ])', 1), ('([15:/android/security/identity/cts/IdentityApiTest.java]:[android.security.identity]:[15]:method_text:[quals;public class IdentityApiTest {    private static final String TAG = ""IdentityApiTest"";   ])', 1), ('([3:/android/security/identity/cts/ProvisioningTest.java]:[createEphemeralKeyPair()]:[3]:method_text:[;            assertTrue(false);        }        store.deleteCredentialByName(""test"");    }   ])', 1), ('([16:/android/security/identity/cts/ProvisioningTest.java]:[android.security.identity]:[16]:method_text:[tStackTrace();            assertTrue(false);        }        return certificateChain;    }   ])', 1), ('([11:/android/security/identity/cts/UserAuthTest.java]:[android.security.identity]:[11]:method_text:[) {            throw new RuntimeException(""Error creating auth-bound key"", e);        }    }   ])', 1), ('([1:/android/security/identity/cts/CreateItemsRequestTest.java]:[android.security.identity]:[1]:method_text:[t java.util.Map;import co.nstant.in.cbor.CborException;public class CreateItemsRequestTest {   ])', 1), ('([1:/android/security/identity/cts/HkdfTest.java]:[android.security.identity]:[1]:method_text:[yte[] bytes = new byte[numBytes];        sRandom.nextBytes(bytes);        return bytes;    }   ])', 1)]"	""	""	""	""	""
