Section,id,req_id,status,class_def,method,Module,branch,Action Item,bug_id_cl,,description
,7.2.3,C-2-1,Not testable,,,,,Don't need verification from FO,,,"ToolbarActionBarTest#testOptionsMenuKey
ToolbarActionBarTest#testOpenOptionsMenu"
,7.2.3,C-2-2,Not testable,,,,,Don't need verification from FO,,,Offline review with Sachiyo
,7.2.3,C-3-1,Not testable,,,,,Don't need verification from FO,,,Offline review with Sachiyo
,7.2.3,C-4-1,Not testable,,,,,Don't need verification from FO,,,Offline review with Sachiyo
,7.2.3,C-5-1,Not testable,,,,,Don't need verification from FO,,,Offline review with Sachiyo
,7.2.3,C-5-2,Not testable,,,,,Don't need verification from FO,,,Offline review with Sachiyo
,7.2.3,C-5-3,Not testable,,,,,Don't need verification from FO,,,Not Testable unless with a manual verification. 
,7.2.3,H-0-1,Not testable,,,,,Verified by FO,http://b/116246255,,
,7.2.3,H-0-2,Merged,android.view.cts.LongPressBackTest,testAppIsNotDismissed,CtsViewTestCases,oreo-mr1-cts-dev,Verified by FO,736589,,
,7.2.3,T-0-1,Not Testable,,,,,,http://b/116246255,,
,7.2.3,T-0-2,Merged,android.view.cts.LongPressBackTest,testAppIsNotDismissed(),CtsViewTestCases,oreo-mr1-cts-dev,Verified by FO,736589,,
,7.2.4,C-1-1,Testable missing test,,,,,Verified by FO,,,Offline review with Sachiyo
,7.2.4,C-1-2,Merged,android.app.cts.SystemFeaturesTest,testTouchScreenFeatures,CtsAppTestCases,oreo-mr1-cts-dev,Verified by FO,736589,,
,7.2.4,C-2-1,Not testable,,,,,Verified by FO,b/77228661,,Verified offline
,7.2.4,C-3-1,Merged,android.app.cts.SystemFeaturesTest,testTouchScreenFeatures,CtsAppTestCases,oreo-mr1-cts-dev,Verified by FO,736589,,
,7.2.4,H-0-1,Not testable,,,,,Don't need verification from FO,,,
,7.2.4,W-0-2,Not testable,,,,,Don't need verification from FO,,,
,7.2.5,C-1-1,Testable missing test,,,,,Verified by FO,http://b/110267244,,
,7.2.5,C-1-2,Testable missing test,,,,,Verified by FO,http://b/110267244,,
,7.2.5,C-1-3,Testable missing test,,,,,Verified by FO,http://b/110267244,,
,7.2.5,C-1-4,Testable missing test,,,,,Verified by FO,http://b/110267244,,
,7.2.5,C-1-5,Testable missing test,,,,,Verified by FO,http://b/110267244,,
,7.2.5,C-1-6,Testable missing test,,,,,Verified by FO,http://b/110267244,,
,7.2.5,C-1-7,Testable missing test,,,,,Verified by FO,http://b/110267244,,
,7.2.5,C-2-1,Testable missing test,,,,,Verified by FO,http://b/110267244,,
,7.2.5,C-2-2,Testable missing test,,,,,Verified by FO,http://b/110267244,,
,7.2.5,C-3-1,Testable missing test,,,,,Verified by FO,http://b/110267244,,
,7.2.5,C-3-2,Testable missing test,,,,,Verified by FO,http://b/110267244,,
,7.2.6.1,C-1-1,Not testable,,,,,Don't need verification from FO,,,
,7.2.6.1,C-1-2,Testable missing test,,,,,Verified by FO,http://b/110270125,,Covered by the newly added cts tests
,7.2.6.1,T-0-1,Test Available,android.app.cts.SystemFeaturesTest,testGamePadFeature,CtsAppTestCases,,Verified by FO,http://b/129089802,http://b/116246255,"Reporting of the feature flag is missing in 
SystemFeatures Test. "
,7.3.1,A-1-1,Merged,android.hardware.cts.SingleSensorTests,testAccelerometer_100hz(),CtsSensorTestCases,oreo-cts-dev,Verified by FO,643981,,
,7.3.1,A-1-2,Testable missing test,,,,,Verified by FO,b/77152494,,
,7.3.1,C-1-1,Merged,android.hardware.cts.SingleSensorTests,testSensorProperties(),CtsSensorTestCases,oreo-cts-dev,Verified by FO,643981,,
,7.3.1,C-1-2,Merged,"android.app.cts.SystemFeaturesTest
android.hardware.cts.SensorTests","testSensorFeatures()
testSensorOperations()","CtsAppTestCases
CtsSensorTestCases",oreo-mr1-cts-dev,Verified by FO,764841,,
,7.3.1,C-1-3,Merged,android.hardware.cts.SingleSensorTests,,CtsSensorTestCases,oreo-cts-dev,Verified by FO,764841,,
,7.3.1,C-1-4,Not testable,,,,,Verified by FO,http://b/77812541,,"Dont think its testable, review it with sachiyo and file a bug if feature owners confirmation is required"
,7.3.1,C-1-5,Test Available,android.hardware.cts.SensorTests,testSensorOperations(),CtsSensorTestCases,,Verified by FO,http://b/77812541,,
,7.3.1,C-1-6,Merged,android.hardware.cts.SingleSensorTests,testAccelerometer_fastest(),CtsSensorTestCases,oreo-cts-dev,Verified by FO,643981,,
,7.3.1,C-2-1,Not testable,,,,,Verified by FO,http://b/77812541,,
,7.3.1,C-3-1,Merged,android.hardware.cts.SingleSensorTests,"testGravity1_hz
testLinearAcceleration",CtsSensorTestCases,oreo-mr1-cts-dev,Verified by FO,764841,,
,7.3.1,C-4-1,Merged,android.hardware.cts.SingleSensorTests,testGameRotationVector,CtsSensorTestCases,oreo-mr1-cts-dev,Verified by FO,764841,,
,7.3.1,H-1-1,Merged,android.hardware.cts.SingleSensorTests,testAccelerometer_100hz(),CtsSensorTestCases,oreo-cts-dev,Verified by FO,643981,,
,7.3.10.,C-1-1,Not testable,,,,,Don't need verification from FO,,,fingerprint tests only if the feature is reported/ Can't test it standalone
,7.3.10.,C-1-10,Merged,android.admin.cts.DevicePolicyManagerTest,testKeyguardDisabledFeatures(),CtsDevicePolicyManagerTestCases,oreo-mr1-cts-dev,Verified by FO,772641,,
,7.3.10.,C-1-11,Not testable,,,,,Verified by FO,b/76423377,,
,7.3.10.,C-1-2,Merged,android.hardware.fingerprint.cts.FingerPrintManagerTest,public void .*,CtsHardwareTestCases,oreo-mr1-cts-dev,Verified by FO,772641,,Deprecated in favor of Biometric prompt
,7.3.10.,C-1-3,Not testable,,,,,Verified by FO,b/76423377,,
,7.3.10.,C-1-4,Not testable,,,,,Verified by FO,b/76423377,,
,7.3.10.,C-1-5,Not testable,,,,,Verified by FO,b/76423377,,
,7.3.10.,C-1-6,Not testable,,,,,Verified by FO,b/76423377,,
,7.3.10.,C-1-7,Not testable,,,,,Verified by FO,b/76423377,,
,7.3.10.,C-1-8,Not testable,,,,,Verified by FO,b/76423377,,
,7.3.10.,C-1-9,Not testable,,,,,Verified by FO,b/76423377,,
,7.3.11,A-0-1,Test Available,android.car.cts.CarSensorManagerTest,testRequiredSensorForDrivingState,CtsCarTestCases,,,,,
,7.3.11.2,A-0-1,Test Available,android.car.cts.CarSensorManagerTest,testRequiredSensorForDrivingState,CtsCarTestCases,,Verified by FO,http://b/77152494,,No Test/Can be included in CarSensorManagerTest.java
,7.3.11.2,A-0-2,Testable missing test,,,,,Verified by FO,http://b/77152494,,Can be included in CarSensorManagerTest.java
,7.3.11.3,A-0-1,Not Testable,,,,,,,,Deprecated Requirement
,7.3.11.4,A-0-1,Test Available,android.car.cts.CarSensorManagerTest,testRequiredSensorsForDrivingState,CtsCarTestCases,,Verified by FO,http://b/77152494,,
,7.3.11.5,A-0-1,Test Available,android.car.cts.CarSensorManagerTest,testMustSupportParkingBrake(),CtsCarTestCases,,,,,
,7.3.12,C-1-1,Merged,com.android.cts.verifier.sensors.sixdof.Activities.TestActivity,N/A,CtsVerifierSensorTestCases,oreo-mr1-cts-dev,Verified by FO,764841,,
,7.3.12,C-1-2,Testable missing test,,,,,Verified by FO,b/76423377,,
,7.3.2,C-1-1,Merged,"android.hardware.cts.SingleSensorTests
android.hardware.cts.SensorTest","testMagneticField_10hz
testSensorOperations",CtsSensorTestCases,oreo-mr1-cts-dev,Verified by FO,764841,,
,7.3.2,C-1-2,Merged,android.hardware.cts.SingleSensorTests,testMagneticField_10hz,CtsSensorTestCases,oreo-mr1-cts-dev,Verified by FO,764841,,
,7.3.2,C-1-3,Merged,anroid.hardware.cts.*,,CtsSensorTestCases,ore-mr1-cts-dev,Verified by FO,764841,,
,7.3.2,C-1-4,Merged,android.hardware.cts.SensorParameterRangeTest,testMaganetometerRange,CtsSensorTestCases,oreo-cts-dev,Verified by FO,643981,,
,7.3.2,C-1-5,Test Available,android.hardware.cts.helpers.sensorverification,"testSingleEventVerify()
testMultipleEventVerify()",CtsSensorTestCases,,Verified by FO,b/77812541,,
,7.3.2,C-1-6,Test Available,android.hardware.cts.SensorTests,testSensorOperations(),CtsSensorTestCases,,Verified by FO,b/77812541,,
,7.3.2,C-1-7,Test Available,android.hardware.cts.SensorTests,android.hardware.cts.SensorTests.*,CtsSensorTestCases,,Verified by FO,b/77812541,,
,7.3.2,C-1-8,Not testable,,,,,Verified by FO,b/77812541,,
,7.3.2,C-1-9,Merged,com.android.cts.verifier.sensors.MagneticFieldMeasurementTestActivity,testStandardDeviation,CtsVerifierSensorTestCases,oreo-cts-dev,Verified by FO,643981,,
,7.3.2,C-2-1,Merged,android.hardware.cts.SingleSensorTests,testGameRotationVector,CtsSensorTestCases,oreo-mr1-cts-dev,Verified by FO,764841,,
,7.3.2,C-3-1,Not testable,,,,,Verified by FO,b/77812541,,
,7.3.3,A-1-1,Testable missing test,,,,,Verified by FO,b/77152494,,
,7.3.3,C-1-1,Merged,com.android.cts.verifier.location.GpsTestActivity,N/A,CtsVerifierLocationTestCases,pie-cts-dev,Verified by FO,766201,,
,7.3.3,C-1-2,Merged,android.location.cts.GnssTtffTests,testTtffWithNetwork(),CtsLocationTestCases,oreo-cts-dev,Verified by FO,643981,,Time to first fix hot threshold is 5 sec in the test
,7.3.3,C-1-3,Not testable,,,,,Verified by FO,http://b/109672152,,
,7.3.3,C-1-4,Merged,android.location.ctsGnssStatusTest,testGnssStatusValues,CtsLocationTestCases,pie-cts-dev,Verified by FO,766201,,
,7.3.3,C-1-5,Testable missing test,,,,,Verified by FO,b/76175997,,
,7.3.3,C-2-1,Merged,android.location.cts.GnssMeasurementRegistrationTest,testGnssMeasurementRegistration(),CtsLocationTestCases,oreo-cts-dev,Verified by FO,643981,,
,7.3.3,C-2-2,Merged,android.location.cts.GnssPseudorangeVerificationTest,"testPseudorangeValue()
testPseudoPosition()",CtsLocationTestCases,oreo-cts-dev,Verified by FO,643981,,
,7.3.3,C-3-1,Merged,"com.android.cts.verifier.location.EmergencyCallGNSSTestsActivity
android.location.cts.GnssMeasurementValuesTest",,"CtsVerifierLocationTestCases
CtsLocationTestCases",pie-cts-dev,Verified by FO,766201,http://b/76175997,Test is missing in Pie-cts-dev/was Added in master 
,7.3.3,C-3-2,Merged,android.location.cts.GnssMeasurementValuesTest,testListenForGnssMeasurements,CtsLocationTestCases,pie-cts-dev,Verified by FO,766201,http://b/76175997,Test is missing in Pie-cts-dev/was Added in master 
,7.3.3,C-3-3,Merged,android.location.cts.GnssMeasurementValuesTest,testListenForGnssMeasurements,CtsLocationTestCases,pie-cts-dev,Verified by FO,766201,http://b/76175997,Test is missing in Pie-cts-dev/was Added in master 
,7.3.3,C-3-4,Merged,android.location.cts.GnssLocationValuesTest,checkLocationAccuracyFields,CtsLocationTestCases,oreo-cts-dev,Verified by FO,643981,,
,7.3.4,A-1-1,Merged,android.hardware.cts.SingleSensorTests,testGyroscope_100hz(),CtsSensorTestCases,oreo-cts-dev,Verified by FO,643981,,
,7.3.4,C-1-1,Merged,android.hardware.cts.SingleSensorTest,testGyroscope_Rate50hz(),CtsSensorTestCases,oreo-cts-dev,Verified by FO,643981,,
,7.3.4,C-1-2,Merged,android.hardware.cts.SingleSensorTest,testGyroscope_Rate.*hz(),CtsSensorTestCases,oreo-cts-dev,Verified by FO,643981,,
,7.3.4,C-1-3,Test Available,android.hardware.cts.SensorParameterRangeTest,testGyroscope_Range,CtsSensorTestCases,,Verified by FO,http://b/77812541,,Only tests for hi-fi sensor not sure if that verifies coverage for gyroscope
,7.3.4,C-1-4,Test Available,android.hardware.cts.SensorTests,testSesnorOperations(),CtsSensorTestCases,,Verified by FO,b/76175999,,No Test/SensorTest.java tests for resolution but checks for only positive values and not the exacts bits specifiedby CDD
,7.3.4,C-1-5,Not testable,,,,,Verified by FO,b/76175999,,
,7.3.4,C-1-6,Not Testable,,,,,Verified by FO,http://b/77812541,,
,7.3.4,C-1-7,Merged,android.hardware.cts.SingleSensorTests,testGyroscope_Rate.*hz(),CtsSensorTestCases,oreo-mr1-cts-dev,Verified by FO,764841,,
,7.3.4,C-2-1,Merged,android.hardware.cts.SingleSensorTests,,,oreo-cts-dev,Verified by FO,http://b/77812541,,
,7.3.4,C-3-1,Merged,android.hardware.cts.SingleSensorTest,"testGravity1_hz
testLinearAcceleration",CtsSensorTestCases,oreo-cts-dev,Verified by FO,643981,,
,7.3.4,H-1-1,Merged,android.hardware.cts.SingleSensorTests,testGyroscope_100hz(),CtsSensorTestCases,oreo-cts-dev,Verified by FO,643981,,
,7.3.4,T-1-1,Merged,android.hardware.sensor.cts.SingleSensorTests,testGyroscope_100hz,CtsSensorTestCases,oreo-cts-dev,Verified by FO,643981,,
,7.3.5,C-1-1,Merged,android.app.cts.SystemFeaturesTest,testSensorFeatures(),CtsAppTestCases,oreo-cts-dev,Verified by FO,643981,,This should be inlcuded in testSensorOperations
,7.3.5,C-1-2,Merged,android.hardware.cts.SingleSenosrTests,testPressure_5hz(),CtsSensorTestCases,oreo-cts-dev,Verified by FO,643981,,
,7.3.5,C-1-3,Not Testable,,,,,Verified by FO,http://b/77812541,,
,7.3.6,C-1-1,Test Available,android.hardware.cts.SensorTest,testSensorOperations,CtsSensorTestCases,,Verified by FO,b/77811402,,
,7.3.6,C-1-2,Test Available,android.hardware.cts.SensorTest,testSensorOperations,CtsSensorTestCases,,Verified by FO,http://b/77811402,,Sensor_type_temperature(deprecated) Filed a bug to update the test to include AMBIENT_TEMPREATURE
,7.3.6,C-1-3,Not Testable,,,,,Verified by FO,http://b/77811402,,
,7.3.6,C-1-4,Not Testable,,,,,Verified by FO,http://b/77811402,,
,7.3.8,C-1-1,Testable missing test,,,,,,http://b/117834744,,
,7.3.8,C-1-2,Testable missing test,,,,,Verified by FO,b/77812541,,"HifiSensor Tests are gated by this feature flag
Cannot verify this as a standalone test"
,7.3.9,C-1-1,Not testable,,,,,Don't need verification from FO,,,only test devices that report the feature/ No stand alone tests
,7.3.9,C-2-1,Merged,android.hardware.cts.SensorParameterRangeTest,testAccelerometerFifoLength(),CtsSensorTestCases,oreo-mr1-cts-dev,Verified by FO,764841,http://b/77811402,Testing frequency(200hz as opposed to 400hz
,7.3.9,C-2-10,Merged,android.hardware.cts.SensorParameterRangeTest,testStepDetectorFifoLength(),CtsSensorTestCases,oreo-mr1-cts-dev,Verified by FO,764841,http://b/77811402,
,7.3.9,C-2-11,Not testable,,,,,Verified by FO,http://b/77811402,,
,7.3.9,C-2-12,Not testable,,,,,Verified by FO,b/77811402,,
,7.3.9,C-2-13,Not Testable,,,,,Verified by FO,b/77811402,,
,7.3.9,C-2-14,Not Testable,,,,,Verified by FO,b/77811402,,
,7.3.9,C-2-15,Not Testable,,,,,Verified by FO,b/77811402,,
,7.3.9,C-2-16,Not testable,,,,,Verified by FO,b/77811402,,
,7.3.9,C-2-17,Merged,android.hardware.cts.SensorParameterRangeTest,testProximityFifoLength(),CtsSensorTestCases,oreo-mr1-cts-dev,Verified by FO,764841,http://b/77811402,
,7.3.9,C-2-2,Test Available,android.hardware.cts.SensorParameterRangeTest,testAccelerometerRange,CtsSensorTestCases,,Verified by FO,764841,http://b/77811402,
,7.3.9,C-2-3,Merged,android.hardware.cts.SensorParameterRangeTest,testGyroscopeRange(),CtsSensorTestCases,oreo-mr1-cts-dev ,Verified by FO,764841,http://b/77811402,Only testing range and frequency(200hz as opposed to 400hz). 
,7.3.9,C-2-4,Test Available,android.hardware.cts.SensorParameterRangeTest,testGyroscopeRange(),CtsSensorTestCases,,Verified by FO,b/77811402,,
,7.3.9,C-2-5,Merged,android.hardware.cts.SensorParameterRangeTest,testMagnetometerRange(),CtsSensorTestCases,oreo-mr1-cts-dev,Verified by FO,764841,http://b/77811402,Only testing frequency and range
,7.3.9,C-2-6,Merged,android.hardware.cts.SensorParameterRangeTest,testPressureFifoLength(),CtsSensorTestCases,oreo-mr1-cts-dev,Verified by FO,764841,http://b/77811402,Only testing FIFO lengths
,7.3.9,C-2-7,Merged,android.hardware.cts.SensorParameterRangeTest,testPressureRange(),CtsSensorTestCases,oreo-mr1-cts-dev,Verified by FO,764841,http://b/77811402,Only testing range and frequency(200hz)
,7.3.9,C-2-8,Merged,android.hardware.cts.SensorParameterRangeTest,testGameRotationVectorFifoLength(),CtsSensorTestCases,oreo-mr1-cts-dev,Verified by FO,764841,http://b/77811402,Only testing FIFO lengths
,7.3.9,C-2-9,Not Testable,,,,,Verified by FO,b/77811402,,
,7.3.9,C-3-1,Merged,android.hardware.cts.SensorDirectReportTest,"testAccelerometerAshmemNormal()
testGyroscopeAshmemNormal()
testMagneticFieldAshmemNormal()",CtsSensorTestCases,oreo-mr1-cts-dev,Verified by FO,764841,,
,7.3.9,C-3-2,Merged,andoid.hardware.cts.SensorDirectReportTest,"testAccelerometerAshmemNormal()
testGyroscopeAshmemNormal()
testMagneticFieldAshmemNormal()",CtsSensorTestCases,oreo-mr1-cts-dev,Verified by FO,764841,,
,7.4.1,C-1-1,Merged,android.app.cts.SystemFeaturesTest,testTelephonyFeatures(),CtsAppTestCases,oreo-mr1-cts-dev,Verified by FO,703844,,
,7.4.1,C-1-2,Merged,android.telephony.cts.*,public void .*,CtsTelephonyTestCases,oreo-mr1-cts-dev,Verified by FO,703844,,
,7.4.1,C-2-1,Merged,android.telephony.cts.*,public void .*,CtsTelephonyTestCases,oreo-mr1-cts-dev,Verified by FO,703844,,"All public telephony API must be implemented as no-op
 "
,7.4.1.1,C-1-1,Merged,com.android.cts.numberblocking.hostside.CallBlockingTest,testIncomingCallFromBlockedNumberIsRejected(),CtsHostSideNumberBlockingTestCases,oreo-mr1-cts-dev,Verified by FO,749874,,
,7.4.1.1,C-1-2,Merged,android.provider.cts.BlockedNumberContractTest,public void .*,CtsProviderTestCases,oreo-mr1-cts-dev,Verified by FO,749874,,
,7.4.1.1,C-1-3,Merged,com.android.cts.numberblocking.hostside.CallBlockingTest,testIncomingCallFromBlockedNumberIsRejected(),CtsProviderTestCases,oreo-mr1-cts-dev,Verified by FO,749874,,
,7.4.1.1,C-1-4,Merged,com.android.cts.numberblocking.hostside.CallBlockingTest,testIncomingCallFromBlockedNumberIsRejected(),CtsHostSideNumberBlockingTestCases,oreo-mr1-cts-dev,Verified by FO,749874,,
,7.4.1.1,C-1-5,Testable missing test,,,,,Verified by FO,http://b/110278318,,
,7.4.1.1,C-1-6,Merged,android.telecom.cts.TelecomAvailabilityTest,testTelecomCanManageBlockedNumbers(),CtsTelecomTestCases,oreo-mr1-cts-dev,Verified by FO,749874,,
,7.4.1.1,C-1-7,Testable missing test,,,,,Verified by FO,http://b/110278318,,
,7.4.2,C-1-1,Merged,"android.net.wifi.cts.WifiManagerTest
android.net.wifi.cts.WifiManager_WifiLockTest
android.net.wifi.cts.WifiConfigurationTest",public void .*,CtsNetTestCases,oreo-mr1-cts-dev,Verified by FO,737085,,
,7.4.2.1,C-1-1,Merged,android.net.wifi.cts.ConcurrencyTest,public void .*,CtsNetTestCases,oreo-mr1-cts-dev,Verified by FO,737085,,Also P2P tests in Cts Verifier
,7.4.2.1,C-1-2,Not testable,,,,,Verified by FO,b/77228661,,wifi direct tests are only run if the feature is reported/ Don't think it is testable standalone
,7.4.2.1,C-1-3,Merged,android.net.wifi.cts.ConcurrencyTest,testConcurrency,CtsNetTestCases,oreo-mr1-cts-dev,Verified by FO,737085,,
,7.4.2.2,C-1-1,Not testable,,,,,Verified by FO,b/77917525,,
,7.4.2.3,C-1-1,Merged,android.net.wifi.aware.cts.SingleDeviceTest,public void .*,CtsNetTestCases,oreo-mr1-cts-dev,Verified by FO,737085,,
,7.4.2.3,C-1-2,Not testable,,,,,Verified by FO,http://b/110440810,,
,7.4.2.3,C-1-3,Testable missing test,,,,,Verified by FO,http://b/110440810,,
,7.4.2.3,C-1-4,Merged,android.net.wifi.aware.cts.SingleDeviceTest,testAttachDiscoveryAddressChanges(),CtsNetTestCases,oreo-mr1-cts-dev,Verified by FO,737085,,
,7.4.2.4,C-1-1,Merged,android.net.wifi.cts.WifiManagerTest,"testAddPasspointConfigWithUserCredential()
testAddPasspointConfigWithCertCredential()
testAddPasspointConfigWithSimCredential()",CtsNetTestCases,oreo-mr1-cts-dev,Verified by FO,737085,,
,7.4.2.4,C-1-2,Merged,android.net.wifi.cts.WifiManagerTest,"testAddPasspointConfigWithUserCredential()
testAddPasspointConfigWithCertCredential()
testAddPasspointConfigWithSimCredential()",CtsNetTestCases,oreo-mr1-cts-dev,Verified by FO,737085,,
,7.4.2.4,C-2-1,Merged,android.net.wifi.cts.WifiManagerTest,"testAddPasspointConfigWithUserCredential()
testAddPasspointConfigWithCertCredential()
testAddPasspointConfigWithSimCredential()",CtsNetTestCases,oreo-mr1-cts-dev,Verified by FO,737085,,
,7.4.3,A-0-1,Merged,"android.bluetooth.cts.BasicAdapterTest
android.bluetooth.cts.BluetoothLeScanTest
android.bluetooth.cts.ScanRecordTest",.*,CtsBluetoothTestCases,oreo-mr1-cts-dev,Verified by FO,716645,,
,7.4.3,A-0-2,Testable missing test,,,,,Verified by FO,http://b/77152494,,
,7.4.3,C-1-1,Testable missing test,,,,,Verified by FO,b/77606421,,
,7.4.3,C-2-1,Not testable,,,,,Don't need verification from FO,,,Tests are structured to check the feature flag first. Dont think this would be testable standalone
,7.4.3,C-3-1,Not testable,,,,,Don't need verification from FO,b/77228661,,Tests are structured to check the feature flag first. Dont think this would be testable standalone
,7.4.3,C-3-3,Not testable,,,,,Don't need verification from FO,,,
,7.4.3,C-3-4,Not testable,,,,,Don't need verification from FO,,,
,7.4.3,T-0-1,Merged,"android.bluetooth.cts.BasicAdapterTest
android.bluetooth.cts.BluetoothLeScanTest
android.bluetooth.cts.ScanRecordTest",.*,CtsBluetoothTestCases,oreo-mr1-cts-dev,Verified by FO,716645,,All Bluetooth and BlueTooth LE tests/except BlueToothToggleActivity( not required for ATV devices)
,7.4.3,W-0-1,Merged,"android.bluetooth.cts.BasicAdapterTest
android.bluetooth.cts.BluetoothLeScanTest
android.bluetooth.cts.ScanRecordTest",.*,CtsBluetoothTestCases,oreo-mr1-cts-dev,Verified by FO,716645,,
,7.4.4,C-0-1,Merged,android.ndef.cts.NdefTest,public void .*,,oreo-mr1-cts-dev,Verified by FO,749874,,
,7.4.4,C-1-1,Merged,android.app.cts.SystemFeaturesTest,testNfcFeatures(),CtsAppTestCases,oreo-mr1-cts-dev,Verified by FO,749874,,
,7.4.4,C-1-10,Merged,com.android.cts.verifier.nfc.NdefPushSenderActivity,,,oreo-cts-dev,Verified by FO,610433,,NdefPushSenderActivity in cts Verifier nfc package tests for pushing NDEF message to another device using setNdefPushMessage/ ..
,7.4.4,C-1-11,Testable missing test,,,,,Verified by FO,b/74018268,,
,7.4.4,C-1-12,Testable missing test,,,,,Verified by FO,b/74018269,,
,7.4.4,C-1-13,Testable missing test,,,,,Verified by FO,http://b/74018268,,
,7.4.4,C-1-2,Testable missing test,,,,,Verified by FO,http://b/109758078,,Strongly recommended
,7.4.4,C-1-3,Merged,"com.android.cts.verifier.nfc.NdefPushReceiverActivity
com.android.cts.verifier.nfc.NdefPushSenderActivity
com.android.cts.verifier.nfc.LlcpVersionActivity",,CtsVerifierNfcTestCases,oreo-cts-dev,Verified by FO,610433,,LlcpVersion Activity checks whether the LLCP version is correct 
,7.4.4,C-1-4,Merged,"com.android.cts.verifier.nfc.NdefPushReceiverActivity
com.android.cts.verifier.nfc.NdefPushSenderActivity",,CtsVerifierNfcTestCases,oreo-cts-dev,Verified by FO,610433,,The NFC tests in Cts Verifier use android beam by default/ However disabling android beam  shows a dialog stating that android beam must be supported
,7.4.4,C-1-5,Merged,"com.android.cts.verifier.nfc.NdefPushReceiverActivity
com.android.cts.verifier.nfc.NdefPushSenderActivity",,CtsVerifierNfcTestCases,oreo-cts-dev,Verified by FO,610433,,
,7.4.4,C-1-6,Testable missing test,,,,,Verified by FO,b/74018268,,
,7.4.4,C-1-7,Testable missing test,,,,,Verified by FO,b/74018268,,
,7.4.4,C-1-8,Testable missing test,,,,,Verified by FO,b/74018268,,
,7.4.4,C-1-9,Testable missing test,,,,,Verified by FO,http://b/74018268,,
,7.4.4,C-2-1,Merged,android.app.cts.SystemFeaturesTest,testNfcFeatures(),CtsAppTestCases,oreo-mr1-cts-dev,Verified by FO,749874,,
,7.4.4,C-2-2,Merged,com.android.cts.verifier.nfc.hce.*,,CtsVerifierNFCTestCases,oreo-cts-dev,Verified by FO,610433,,
,7.4.4,C-3-1,Not testable,,,,,Don't need verification from FO,http://b/113160361,,Not testable Standalone
,7.4.4,C-3-2,Merged,com.android.cts.verifer.nfc.hcef.*,,CtsVerifierNfcTestCases,oreo-cts-dev,Verified by FO,610433,,
,7.4.4,C-4-1,Merged,"com.android.cts.verifer.nfc.tech.MifareUltralightTagTester
com.android.cts.verifier.nfc.TagVerifierActivity",,CtsVerifierNfcTestCases,oreo-cts-dev,Verified by FO,610433,,MifareUltralightTagTester in ctsverifier nfc package
,7.4.4,C-4-2,Not testable,,,,,Don't need verification from FO,,,nfc mifare tests only run  is reported/present. Not testable standalone. Tests for this feature is covered
,7.4.5,C-0-1,Merged,com.android.cts.verifier.net.ConnectivityBackgroundTest,N/A,CtsVerifierNetTestCases,oreo-mr1-cts-dev,Verified by FO,737085,,
,7.4.5,C-0-2,Merged,com.android.cts.verifier.net.ConnectivityBackgroundTest,N/A,CtsVerifierNetTestCases,oreo-mr1-cts-dev,Verified by FO,737085,,
,7.4.5,C-0-3,Merged,com.android.cts.verifier.net.ConnectivityBackgroundTest,N/A,CtsVerifierNetTestCases,oreo-mr1-cts-dev,Verified by FO,737085,,
,7.4.5,C-0-4,Merged,com.android.cts.verifier.net.ConnectivityBackgroundTest,N/A,CtsVerifierNetTestCases,oreo-mr1-cts-dev,Verified by FO,737085,,
,7.4.5,C-0-5,Not testable,,,,,Verified by FO,http://b/113121139,,
,7.4.5,C-1-1,Testable missing test,,,,,Verified by FO,b/74071373,,
,7.4.5,C-2-1,Testable missing test,,,,,Verified by FO,b/74071373,,
,7.4.5,C-3-1,Testable missing test,,,,,Verified by FO,http://b/74071373,,
,7.4.6,C-0-1,Not testable,,,,,Verified by FO,b/76439080,,Not feasible to test Default status look at bug comment from FO.
,7.4.7,C-1-1,Merged,com.android.cts.net.hostside.DataSaverModeTest,.*,CtsHostSideNetworkTestCases,oreo-mr1-cts-dev,Verified by FO,748184,,
,7.4.7,C-1-2,Merged,android.systemintents.cts.SystemIntentTest,testSystemIntents,CtsSystemIntentTestCases,oreo-mr1-cts-dev,Verified by FO,610433,,
,7.4.7,C-2-1,Merged,com.android.cts.net.DataSaverModeTest.,.*,CtsHostSideNetworkTestCases,oreo-mr1-cts-dev,Verified by FO,751030,,
,7.4.7,C-2-2,Testable missing test,,,,,Verified by FO,http://b/114131539,,
,7.4.7,C-2-3,Merged,android.systemintents.cts.SystemIntentTest,testSystemIntents(),CtsSystemIntentTestCases,oreo-mr1-cts-dev,Verified by FO,732229,,
,7.4.7,H-1-1,Merged,com.android.cts.net.hostside.DataSaverModeTest,N/A,CtsHostSideNetworkTests,oreo-mr1-cts-dev,Verified by FO,748184,,
,7.5.1,C-1-1,Merged,android.app.cts.SystemFeaturesTest,testCameraFeatures(),CtsAppTestCases,oreo-cts-dev,Verified by FO,610871,,
,7.5.1,C-1-2,Testable missing test,,,,,Verified by FO,http://b/117564285,,
,7.5.1,C-2-1,Testable missing test,,,,,Verified by FO,http://b/117838645,,
,7.5.2.,C-1-1,Merged,android.app.cts.SystemFeaturesTest,testCameraFeaures(),CtsAppTestCases,oreo-cts-dev,Verified by FO,610871,,
