"Section"	"section_id"	"req_id"	"Test Availability"	"class_def"	"method"	"module"	"method_text"	"full_key"	"requirement"	"key_as_number"	"search_terms"	"manual_search_terms"	"not_search_terms"	"not_files"	"matched_terms"	"search_roots"	"qualified_method"	"max_matches"	"file_name"	"matched_files"	"methods_string"	"urls"	"protected"	"Area"	"Shortened"	"Test Level"
"212:651746) 7.5.4  . Camera API Behavior"	"7.5.4"	"C-0-12"	"Missing"	""	""	""	""	"7.5.4/C-0-12"	"""C-0-12] MUST ensure that the facial appearance is NOT altered, including but not limited to altering facial geometry, facial skin tone, or facial skin smoothening for any android.hardware.camera2 or android.hardware.Camera API. """	"07050400.670012"	"android.hardware.Camera android.hardware.camera"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"212:651746) 7.5.4  . Camera API Behavior"	"7.5.4"	"H-1-1"	""	"[('android.hardware.camera2.cts.LogicalCameraDeviceTest', 4)]"	""	"[('CtsCameraTestCases', 4)]"	""	"7.5.4/H-1-1"	""">7.5.4/H-1-1] MUST have normal field of view (FOV) by default and it MUST be between 50 and 90 degrees. Handheld device implementations: [<a href=""#7_6_memory_and_storage"""""	"07050400.720101"	"re_tag:50&90&degrees"	"re_tag:50&90&degrees"	"FOV"	""	"[('re_tag:50&90&degrees', 4)]"	"camera"	"[('[android.hardware.camera2.cts.LogicalCameraDeviceTest testActivePhysicalId CtsCameraTestCases]', 2), ('[android.hardware.camera2.cts.LogicalCameraDeviceTest testDefaultFov CtsCameraTestCases]', 2)]"	""	"[('/home/gpoor/cts-source/cts/tests/camera/src/android/hardware/camera2/cts/LogicalCameraDeviceTest.java', 4)]"	"[('(1,re_tag:50&90&degrees,/android/hardware/camera2/cts/LogicalCameraDeviceTest.java)', 2)]"	"[('([1:/android/hardware/camera2/cts/LogicalCameraDeviceTest.java]:[re_tag:50&90&degrees]:[1]:method_text:[d device, the default FOV is     * between 50 and 90 degrees for all capture templates.     */   ])', 2), ('([1:/android/hardware/camera2/cts/LogicalCameraDeviceTest.java]:[re_tag:50&90&degrees]:[1]:method_text:[htPixels/dm.ydpi,2);        return Math.sqrt(widthInInchesSquared + heightInInchesSquared);    }}])', 2)]"	""	""	""	""	""
