Section	section_id	req_id	Test Availability	class_def	method	module	method_text	full_key	requirement	key_as_number	search_terms	manual_search_terms	not_search_terms	not_files	matched_terms	search_roots	qualified_method	max_matches	file_name	matched_files	methods_string	urls	protected	Area	Shortened	Test Level
																										42:222291) 3.1.1  . Android Extensions	3.1.1	C-0-2		[('android.security.cts.EncryptionTest', 2)]		[('CtsSecurityTestCases', 2)]		3.1.1/C-0-2	"""C-0-2] MUST only return valid extension version number that have been defined by the AOSP. """	03010100.670002	3.1.1 C-0-2 3.1.1/C-0-2				[('C-0-2', 2)]		CtsSecurityTestCases:android.security.cts.EncryptionTest.aesIsFast CtsSecurityTestCases:android.security.cts.EncryptionTest.aesIsFast		/android/security/cts/EncryptionTest.java	[('/android/security/cts/EncryptionTest.java', 4)]	"[('([1:/android/security/cts/EncryptionTest.java]:[C-0-2]:[1]:method_text:[able     // to instant apps     @AppModeFull     @CddTest(requirement=""9.9.2/C-0-1,C-0-2,C-0-3"")    ])', 2)]"
