Section	section_id	req_id	Test Availability	Annotation?	New Req for S?	New CTS for S?	class_def	method	module	Comment(internal) e.g. why a test is not possible	Comment (external)	New vs Updated(Q)	CTS Bug Id	CDD Bug Id	CDD CL	Area	Shortened	Test Level		external version			
	3.17	C-1-2	Test Available				android.app.cts.ActivityManagerProcessStateTest	testCantSaveStateLaunchAndSwitch	CtsAppTestCases	startActivityAndWaitForShow						Framework(Activity/Window Manager)	Framework	2					
	3.17	C-1-3	Test Available				android.app.cts.ActivityManagerProcessStateTest	testCantSaveStateLaunchAndBackground	CtsAppTestCases							Framework(Activity/Window Manager)	Framework	2					
	3.17	C-2-1	Test Available				android.app.cts.ActivityManagerProcessStateTest	public void .*	CtsAppTestCases							Framework(Activity/Window Manager)	Framework	2					
3.18. Contacts	3.18	C-1-1																					
	3.18	C-1-2																					
	3.18	C-1-3																					
	3.18	C-1-4																					
	3.18	C-1-5																					
	3.2.1	A-0-1	Test Available				same as 3.2.1/C-0-1	same as 3.2.1/C-0-1				New in Q	134623137	124333135	7061971	Framework (Privacy)	Framework	1					
3.2.1 Permissions	3.2.1	C-0-1	Test Available				android.appsecurity.cts.PermissionHostTest android.permission.cts.*	public void.*	CtsAppSecurityHostTestCases CtsPermissionTestCases							Security	Security	1					
3.2.2 Build Parameters	3.2.2	C-0-1	Test Available				android.os.cts.BuildTest	testBuildConstants testBuildFingerprint	CtsOsTestCases			Updated in Q		80051029	7189788	Framework(API compatibility)	Framework	2					
	3.2.3.1	A-0-1																					
3.2.3.1 Core Application Intents	3.2.3.1	C-0-1	Test Available				android.content.cts.AvailableIntentsTest	public void.*	CtsContentTestCases	Not sure if this verifies that third party apps can ovveride these intents			132176534			Framework(API compatibility)	Framework	1					
2.2.3 Software(HandHeld)	3.2.3.1	H-0-1	Test Available				com.android.cts.documentclient	testOpenSimple testCreateNew testGetContent testTransferDocument testFindDocumentPathInScopedAccess	CtsAppSecurityHostTestCases							Security	Security	2					
	3.2.3.1	H-0-2																					
2.3.3 Software-TV	3.2.3.1	T-0-1																					
	3.2.3.1	Tab-0-1																					
	3.2.3.1	W-0-1																					
	3.2.3.2	C-0-1	Test Missing										132176534			Framework(API compatibility)	Framework	0					
	3.2.3.2	C-0-2	Test Missing										132176534			Framework(API compatibility)	Framework	0					
	3.2.3.2	C-0-3	Manually Testable Missing Test							Requires manual validation. No Settings#action defined Punted to R			136678964			Framework(API compatibility)	Framework	0.2					
	3.2.3.2	C-0-4	Test Available				android.os.cts.OsHostTests	testIntentFilterHostValidation	CtsOsHostTestCases							Framework(API compatibility)	Framework	2					
	3.2.3.2	C-0-5	Test Available				android.os.cts.OsHostTests	testIntentFilterHostValidation	CtsOsHostTestCases							Framework(API compatibility)	Framework	2					
	3.2.3.2	C-0-6	Manually Testable Missing Test							Requires manually validation UI 			136678964			Setup Wizard & Settings	SUW/Settings	0.2					
	3.2.3.2	C-0-7	Manually Testable Missing Test							Requires manual validation for all devices			136678964			Setup Wizard & Settings	SUW/Settings	0.2					
	3.2.3.2	C-0-8	Manually Testable Missing Test							Requires manual validation for all devices			136678964			Setup Wizard & Settings	SUW/Settings	0.2					
3.2.3.3 Intent Namespaces	3.2.3.3	C-0-1	Test Available				android.signature.cts.intent.IntentTest	shouldNotFindUnexpectedIntents	CtsIntentSignatureTestCases							Framework(API compatibility)	Framework	1					
	3.2.3.3	C-0-2	Test Available				android.signature.cts.Intent.IntentTest	shouldNotFindUnexpectedIntents	CtsIntentSignatureTestCases							Framework(API compatibility)	Framework	2					
	3.2.3.3	C-0-3	Test Available				android.content.cts.AvailableIntentsTest android.systemintentnts.cts.TestsystemIntents android.content.cts.IntentTest android.app.cts.PendingIntentTest	android.content.cts.AvailableIntentsTest.* android.systemintentnts.cts.TestsystemIntents.* android.content.cts.IntentTest.* android.app.cts.PendingIntentTest.*	CtsContentTestCases CtsSystemIntentTestCases CtsAppTestCases							Framework(API compatibility)	Framework	1					
3.2.3.4 Broadcast Intents	3.2.3.4	C-0-1	Test Available				com.android.cts.intent.receiver.OwnerChangedBroadCastTest android.packageinstaller.admin.cts.SessionCommitBroadCastTest android.app.cts.WallpaperManagerTest android.app.cts.backgroundrestrictions.BroadcastsTest android.app.cts.backgroundrestrictions.BroadcastsTest	testOwnerChangedBroadcastReceived testBroadcastNotReceivedForDifferentLauncher wallPaperChangedBroadCastTest testNonSupportedBroadcastsNotDelivered_runtimeReceiver() testNonSupportedBroadcastsNotDelivered_manifestReceiver()	CtsDevicePolicyManagerTestCases CtsAdminPackageInstallerTestCases CtsAppTestCases CtsBackgroundRestrictionsTestCases CtsBackgroundRestrictionsTestCases							Framework(API compatibility)	Framework	1					
3.2.3.5 Default App Settings	3.2.3.5	C-1-1	Test Available				android.systemintents.ctsTestSystemIntents	testSystemIntents()	CtsSystemIntentTestCases							Framework(Settings UI)	Framework	2					
	3.2.3.5	C-11-1	Test Available				android.systemintents.cts.TestManageOverlayPermissionIntents	testStartManageAppOverlayPermissionIntent_whenCallerHasPermission_succeedsOrThrowsActivityNotFound	CtsSystemIntentTestCases														
	3.2.3.5	C-12-1																					
	3.2.3.5	C-13-1																					
	3.2.3.5	C-13-2																					
	3.2.3.5	C-14-1																					
	3.2.3.5	C-15-1																					
	3.2.3.5	C-2-1	Test Available				android.content.cts.AvailableIntentsTest	testChangeDefaultSmsApplication	CtsContentTestCases							Framework (UI)	Framework	1					
	3.2.3.5	C-2-2	Test Available				android.content.cts.AvailableIntentsTest	testChangeDefaultDialer	CtsContentTestCases							Framework (UI)	Framework	1					
	3.2.3.5	C-2-3	Test Available				com.android.cts.verifier.telecom.EnablePhoneAccountTestActivity	com.android.cts.verifier.telecom.EnablePhoneAccountTestActivity.*	CtsTelecomTestCases							Framework (UI)	Framework	2					
	3.2.3.5	C-2-4	Test Available				android.telecom.cts.CallRedirectionServiceTest	android.telecom.cts.CallRedirectionServiceTest.*	CtsTelecomTestCases			New in Q	135549460	124124880	7006472	Connectivity (Wifi / Telephony / Modem)	Connectivity	2					
	3.2.3.5	C-2-5	Test Available				android.telecom.cts.CallRedirectionServiceTest	rememberPreviousCallRedirectionApp()	CtsTelecomTestCases			New in Q	135549460	124124880	7006472	Connectivity (Wifi / Telephony / Modem)	Connectivity	2					
	3.2.3.5	C-2-6																					
	3.2.3.5	C-3-1	Test Available				android.content.cts.AvailableIntentsTest	testTapAndPaySettings	CtsContentTestCases							Framework (UI)	Framework	2					
	3.2.3.5	C-3-2																					
	3.2.3.5	C-4-1	Test Available				android.content.cts.AvailableIntentsTest	testVoiceInputSettingsIntent	CtsContentTestCases							Framework(Settings UI)	Framework	2					
	3.2.3.5	C-5-1																					
	3.2.3.5	C-5-2																					
	3.2.3.5	C-6-1																					
	3.2.3.5	C-7-1																					
	3.2.3.5	C-8-1																					
	3.2.3.5	C-9-1																					
3.2.4 Activitites On Secondary Display	3.2.4	C-1-1	Test Available				android.server.cts.ActivityManagerDisplayTests	testMultiDisplayDisabled	CtsServicesHostTestCases							Framework(Activity/Window Manager)	Framework	2					
	3.2.4	C-1-2	Test Available				android.server.cts.ActivityManagerDisplayTests	public void.*	CtsServicesHostTestCases							Framework(Activity/Window Manager)	Framework	2					
	3.2.4	C-1-3	Test Available				android.server.cts.ActivityManagerDispalyTests	testConsequentLaunchActivity()	CtsServicesHostTestCases							Framework(Activity/Window Manager)	Framework	2					
	3.2.4	C-1-4	Test Available				android.server.cts.ActivityManagerDispalyTests	testContentDestroyedOnDisplayRemoved()	CtsServicesHostTestCases							Framework(Activity/Window Manager)	Framework	2					
	3.2.4	C-1-5	Test Missing									New in Q	139317147	124445210	7537140	Framework(Activity/Window Manager)	Framework	0					
	3.2.4	C-3-1	Test Available				android.server.cts.ActivityManagerDispalyTests android.server.wm.MultiDisplayPrivateDisplayTests	testPermissionLaunchFromDifferentApp() testCannotLaunchOnPrivateDisplay	CtsServicesHostTestCases							Framework(Activity/Window Manager)	Framework	2					
3.3.1 Application Binary Interfaces	3.3.1	C-0-1	Test Available				android.jni.cts.*	android.jni.cts.*	CtsJniTestCases							Framework(Activity/Window Manager)	Framework	1					
	3.3.1	C-0-10	Test Available				android.jni.cts.JniStaticTest	testLinkerNameSpaces	CtsJniTestCases							Framework(Native Compatibility)	Framework	2					
	3.3.1	C-0-11	Test Available				android.jni.cts.JniStaticTest	testLinkerNameSpaces	CtsJniTestCases							Framework(Native Compatibility)	Framework	1					
	3.3.1	C-0-12	Test Available				CtsDeqpTests	CtsDeqpTests	CtsDeqpTestCases							Graphics	Graphics	2					
	3.3.1	C-0-2	Test Available				android.jni.cts.JniInstanceTest android.jni.cts.JniCppTest android.jni.cts.JniStaticTest	public void .*	CtsJniTestCases							Framework(API compatibility)	Framework	2					
	3.3.1	C-0-3	Test Available				CtsDeqpTests	CtsDeqpTests	CtsDeqpTestCases							Framework(Native Compatibility)	Framework	1					
	3.3.1	C-0-5	Test Available				android.os.cts.BuildTest	testCpuAbi_valuesMatchPermitted()	CtsOsTestCases							Framework(Native Compatibility)	Framework	2					
	3.3.1	C-0-6	Test Available				android.os.cts.BuildTest	testCpuAbi_valuesMatchPermitted()	CtsOsTestCases							Framework(Native Compatibility)	Framework	2					
	3.3.1	C-0-7	Test Available				android.os.cts.CpuFeaturesTest.	testArmCpuinfo()	CtsOsTestCases							Framework(Native Compatibility)	Framework	2					
	3.3.1	C-0-8	Test Available				android.jni.cts.JniStaticTest	testLinkerNameSpaces	CtsJniTestCases							Framework(Native Compatibility)	Framework	2					
	3.3.1	C-0-9	Test Available				android.jni.cts.JniStaticTest	testLinkerNameSpaces	CtsJniTestCases							Framework(Native Compatibility)	Framework	2					
	3.3.2	C-2-1	Test Available				android.os.cts.CpuFeaturesTest	testArmCpuInfo()	CtsOsTestCases							Framework(Native Compatibility)	Framework	2					
	3.3.2	C-2-2	Test Available				android.os.cts.CpuInstructionTest	testEmulatedArmCpuFeatures()	CtsOsTestCases							Framework(Native Compatibility)	Framework	2					
	3.3.2	C-2-3	Test Available				android.os.cts.CpuFeaturesTest.	testArmCpuinfo()	CtsOsTestCases							Framework(Native Compatibility)	Framework	2					
3.3.2 32-bit Arm Native Code Compatibility	3.3.2	C-3-1	Test Available				android.os.cts.BuildTest	testCpuAbi_valuesMatchPermitted()	CtsOsTestCases							Framework(Native Compatibility)	Framework	2					
	3.4.1	A-0-1	Test Available				android.webkit.cts.*	public void.*	CtsWebkitTestCases							Webview	Webview	1					
3.4.1 WebView Compatibility	3.4.1	C-1-1	Not testable							Not Testable standalone. Webview tests are gated by this flag						Webview	Webview	-1					
	3.4.1	C-1-2	Not testable													Webview	Webview	-1					
	3.4.1	C-1-3	Test Available				android.webkit.cts.WebSettingsTest	testUserAgentString_default()	CtsWebkitTestCases	Does not test the full requirement as menti oned in the CDD. Only verifies the WebView Renderer returns null if multiprocess is not enabled			138870530			Webview	Webview	2					
	3.4.1	C-1-4	Test Available				android.webkit.cts.WebViewRendererTest	testGetWebViewRenderer	CtsWebkitTestCases	Does not test the full requirement as menti oned in the CDD. Only verifies the WebView Renderer returns null if multiprocess is not enabled			138870530	32813129		Webview	Webview	1					
	3.4.1	H-0-1	Test Available				android.webkit.cts	android.webkit.cts.*	CtsWebkitTestCases							Webview	Webview	2					
	3.4.1	T-0-1	Test Available				android.webkit.cts.*	public void. *	CtsWebkitTestCases							Webview	Webview	2					
3.4.2 Browser Compatibility	3.4.2	C-1-1	Not testable													Framework(API compatibility)	Framework	-1					
	3.4.2	C-1-2	Not testable													Framework(API compatibility)	Framework	-1					
	3.4.2	C-2-1	Not testable													Framework(API compatibility)	Framework	-1					
	3.4.2	H-0-1	Manually Testable Missing Test													Framework(API compatibility)	Framework	-1					
3.5 API Behavioral Comaptibility	3.5	C-0-1	Test Available				android.content.cts.IntentTest	public void .*	CtsContentTestCases							Framework(API compatibility)	Framework	1					
	3.5	C-0-2	Test Available				android.content.cts.ContentProviderTest android.app.cts.ServiceTest	public void .*	CtsContentTestCases CtsAppTestCases							Framework(API compatibility)	Framework	1					
	3.5	C-0-3	Test Available				android.content.cts.IntentTest android.content.cts.AvailableIntentTest	public void .*	CtsContentTestCases							Framework(API compatibility)	Framework	1					
	3.5	C-0-4	Test Missing							No Traction			117427007			Framework(API compatibility)	Framework	0					
	3.5	C-0-5	Test Missing							No Traction			117427007			Framework(API compatibility)	Framework	0					
	3.5	C-0-6	Test Available				android.app.cts.backgroundrestrictions.BroadcastsTest	testNonSupportedBroadcastsNotDelivered_runtimeReceiver testNonSupportedBroadcastsNotDelivered_manifestReceiver	CtsBackgroundRestrictionsTestCases							Framework	Framework	1					
	3.5	C-0-7	Test Available				android.app.cts.ActivityManagerProcessStateTest	testBackgroundCheckStopsService()	CtsAppTestCases							Framework(API compatibility)	Framework	2					
	3.5	C-0-8	Test Available				android.os.cts.PowerManagerTests	testCachedProcessReleasesWakeLock()	CtsHostPowerManagerTestApp							Framework(API compatibility)	Framework	2					
	3.5	C-0-9	Test Available				libcore.java.security.ProviderTest	testProviderList()	CtsLibcoreTestCases							Framework(API compatibility)	Framework	2					
3.5.1 Background Restrictions	3.5.1	C-1-1	Manually Testable Missing Test																				
	3.5.1	C-1-2	Manually Testable Missing Test							Requires manual UI validation. OEMs are free to modify  settings UI						System UI	System UI	0.2					
	3.5.1	C-1-3	Not Testable													Framework (AI/Power management)	Framework	-1					
	3.5.1	C-1-4	Not testable													Runtime / Languages / Libraries	Runtime	-1					
	3.5.1	C-1-5	Not testable													Framework(API compatibility)	Framework	-1					
	3.5.1	C-1-6	Test Available				android.app.cts.ActivityManagerTest	testIsBackgroundRestricted	CtsServicesTestCases							Framework(API compatibility)	Framework	2					
	3.5.1	C-1-7	Test Available				android.app.cts.ActivityManagerProcessStateTest	testBackgroundCheckActivityService	CtsServicesTestCases							Framework(API compatibility)	Framework	1					
	3.5.1	C-1-8	Test Available				android.alarmanager.cts.* android.jobscheduler.cts.JobThrottlingTest	android.alarmmanager.cts.* testJobStoppedWhenRestricted testRestrictedJobStartedWhenUnrestricted testRestrictedJobAllowedWhenUidActive	CtsAlarmManagerTestCases CtsJobSchedulerTestCases				123775223			Framework (AI/Power management)	Framework	1					
	3.5.1	C-1-9	Test Available				android.app.usage.cts.UsageStatsTest	testOrderedActivityLaunchSequenceInEventLog	CtsUsageStatsTestCases							Framework(API compatibility)	Framework	1					
3.6 API NameSpaces	3.6	C-0-1	Test Available				android.signature.cts.api.SignatureTest	testSignature()	CtsSignatureTestCases							Framework(API compatibility)	Framework	1					
	3.6	C-0-2	Test Available				android.signature.cts.api.SignatureTest	testSignature()	CtsSignatureTestCases							Framework(API compatibility)	Framework	1					
	3.6	C-0-3	Test Available				android.signature.cts.api.SignatureTest	testSignature()	CtsSignatureTestCases							Framework(API compatibility)	Framework	1					
	3.6	C-0-4	Not testable													Framework(API compatibility)	Framework	-1					
	3.6	C-0-5	Not testable													Framework(API compatibility)	Framework	-1					
	3.6	C-0-6	Not testable													Framework(API compatibility)	Framework	-1					
3.7.Runtime Compatibility	3.7	C-0-2	Test Available				android.app.cts.ActivityManagerMemoryClassTest	testGetMemoryClass	CtsAppTestCases			Updated in Q		127714569	7016425	Runtime / Languages / Libraries	Runtime	2					
3.8.1.Launcher(Home Screen)	3.8.1	C-1-1	Test Available				android.server.cts.*	public void .*	CtsServicesHostTestCases							Launcher	Launcher	1					
	3.8.1	C-1-2	Test Available				android.content.pm.cts.shortcutmanager.ShortcutManagerLauncherApiTest	testGetShortcutIconAdaptive	CtsShortcutManagerTestCases							Launcher	Launcher	2					
	3.8.1	C-2-1	Test Available				android.content.pm.cts.shortcutmanager.ShortcutManagerRequestPinTest	testRequestPinShortcut	CtsShortcutManagerTestCases							Launcher	Launcher	2					
	3.8.1	C-2-2	Test Available				android.content.pm.cts.shortcutmanager.ShortcutManagerRequestPinTest	testRequestPinShortcut	CtsShortcutManagerTestCases							Launcher	Launcher	2					
