Section ,id,req_id,status,class_def,method,module,Comment,Bug
3.1.1.Android Extensions,3.1.1.1,C-0-1,Test Available,android.os.ctsRequiredComponentTest,"testExtServicesPresent()
testSharedServicesPresent()",CtsOsTestCases,,
3.1.2 Android Library,3.1.2,C-0-1,Test Available,android.signature.cts.api.SignatureTest,android.signature.cts.api.SignatureTest.*,CtsApacheHttpLegacy27ApiSignatureTestCases,,
,3.1.2,C-0-2,Test Available,android.signature.cts.api.SignatureTest,android.signature.cts.api.SignatureTest.*,CtsApacheHttpLegacy27ApiSignatureTestCases,,
3.2.1 Permissions,3.2.1,C-0-1,Test Available,"android.appsecurity.cts.PermissionHostTest
android.permission.cts.*",public void.*,"CtsAppSecurityHostTestCases
CtsPermissionTestCases",,
3.2.2 Build Parameters,3.2.2,C-0-1,Test Available,android.os.cts.BuildTest,"testBuildConstants
testBuildFingerprint",CtsOsTestCases,,
3.2.3.1 Core Application Intents,3.2.3.1,C-0-1,Test Available,android.content.cts.AvailableIntentsTest,public void.*,CtsContentTestCases,,
,3.2.3.2,C-0-1,Test Missing,,,,,http://b/132176534
,3.2.3.2,C-0-2,Test Missing,,,,,http://b/132176534
,3.2.3.2,C-0-3,Manually Testable Missing Test,,,,Requires manual validation. No Settings#action defined,
,3.2.3.2,C-0-4,Test Available,android.os.cts.OsHostTests,testIntentFilterHostValidation,CtsOsHostTestCases,,
,3.2.3.2,C-0-5,Test Available,android.os.cts.OsHostTests,testIntentFilterHostValidation,CtsOsHostTestCases,,
,3.2.3.2,C-0-6,Manually Testable Missing Test,,,,"Requires manual UI validation. OEMS are free to modify 
settings UI",
,3.2.3.2,C-0-7,Manually Testable Missing Test,,,,Requires manual validation for all devices,
,3.2.3.2,C-0-8,Manually Testable Missing Test,,,,Requires manual validation for all devices,
3.2.3.3 Intent Namespaces,3.2.3.3,C-0-1,Test Available,android.signature.cts.intent.IntentTest,shouldNotFindUnexpectedIntents,CtsIntentSignatureTestCases,,
,3.2.3.3,C-0-2,Test Available,android.signature.cts.Intent.IntentTest,shouldNotFindUnexpectedIntents,CtsIntentSignatureTestCases,,
,3.2.3.3,C-0-3,Test Available,"android.content.cts.AvailableIntentsTest
android.systemintentnts.cts.TestsystemIntents
android.content.cts.IntentTest
android.app.cts.PendingIntentTest","android.content.cts.AvailableIntentsTest.*
android.systemintentnts.cts.TestsystemIntents.*
android.content.cts.IntentTest.*
android.app.cts.PendingIntentTest.*","CtsContentTestCases
CtsSystemIntentTestCases
CtsAppTestCases",,
3.2.3.4 Broadcast Intents,3.2.3.4,C-0-1,Test Available,"com.android.cts.intent.receiver.OwnerChangedBroadCastTest
android.packageinstaller.admin.cts.SessionCommitBroadCastTest
android.app.cts.WallpaperManagerTest
android.app.cts.backgroundrestrictions.BroadcastsTest
android.app.cts.backgroundrestrictions.BroadcastsTest","testOwnerChangedBroadcastReceived
testBroadcastNotReceivedForDifferentLauncher
wallPaperChangedBroadCastTest
testNonSupportedBroadcastsNotDelivered_runtimeReceiver()
testNonSupportedBroadcastsNotDelivered_manifestReceiver()","CtsDevicePolicyManagerTestCases
CtsAdminPackageInstallerTestCases
CtsAppTestCases
CtsBackgroundRestrictionsTestCases
CtsBackgroundRestrictionsTestCases",,
android.systemintents.cts.TestSystemIntents,3.2.3.5,C-1-1,Test Available,android.systemintents.ctsTestSystemIntents,testSystemIntents(),CtsSystemIntentTestCases,,
,3.2.3.5,C-2-1,Test Available,android.content.cts.AvailableIntentsTest,testChangeDefaultSmsApplication,CtsContentTestCases,,
,3.2.3.5,C-2-2,Test Available,android.content.cts.AvailableIntentsTest,testChangeDefaultDialer,CtsContentTestCases,,
,3.2.3.5,C-2-3,Test Available,com.android.cts.verifier.telecom.EnablePhoneAccountTestActivity,com.android.cts.verifier.telecom.EnablePhoneAccountTestActivity.*,CtsTelecomTestCases,,
,3.2.3.5,C-3-1,Test Available,android.content.cts.AvailableIntentsTest,testTapAndPaySettings,CtsContentTestCases,,
,3.2.3.5,C-4-1,Test Available,android.content.cts.AvailableIntentsTest,testVoiceInputSettingsIntent,CtsContentTestCases,,http://b/131767657
3.2.4 Activitites On Secondary Display,3.2.4,C-1-1,Test Available,android.server.cts.ActivityManagerDisplayTests,testMultiDisplayDisabled,CtsServicesHostTestCases,,
,3.2.4,C-1-2,Test Available,android.server.cts.ActivityManagerDisplayTests,public void.*,CtsServicesHostTestCases,,
,3.2.4,C-1-3,Test Available,android.server.cts.ActivityManagerDispalyTests,testConsequentLaunchActivity(),CtsServicesHostTestCases,,
,3.2.4,C-1-4,Test Available,android.server.cts.ActivityManagerDispalyTests,testContentDestroyedOnDisplayRemoved(),CtsServicesHostTestCases,,
,3.2.4,C-1-5,Test Available,android.server.cts.ActivityManagerDispalyTests,testDisplayResized(),CtsServicesHostTestCases,,
,3.2.4,C-2-1,Test Available,android.server.cts.ActivityManagerDispalyTests,testLaunchNonResizableActivityfrom(),CtsServicesHostTestCases,,
,3.2.4,C-3-1,Test Available,android.server.cts.ActivityManagerDispalyTests,testPermissionLaunchFromDifferentApp(),CtsServicesHostTestCases,,
3.3.1 Application Binary Interfaces,3.3.1,C-0-1,Test Available,android.jni.cts.*,android.jni.cts.*,CtsJniTestCases,,
,3.3.1,C-0-2,Test Available,"android.jni.cts.JniInstanceTest
android.jni.cts.JniCppTest
android.jni.cts.JniStaticTest",public void .*,CtsJniTestCases,,
,3.3.1,C-0-3,Test Available,CtsDeqpTests,CtsDeqpTests,CtsDeqpTestCases,,
,3.3.1,C-0-5,Test Available,android.os.cts.BuildTest,testCpuAbi_valuesMatchPermitted(),CtsOsTestCases,,http://b/62059495
,3.3.1,C-0-6,Test Available,android.os.cts.BuildTest,testCpuAbi_valuesMatchPermitted(),CtsOsTestCases,,http://b/62059495
,3.3.1,C-0-7,Test Available,android.os.cts.CpuFeaturesTest.,testArmCpuinfo(),CtsOsTestCases,,
,3.3.1,C-0-8,Test Available,android.jni.cts.JniStaticTest,testLinkerNameSpaces,CtsJniTestCases,,
,3.3.1,C-0-9,Test Available,android.jni.cts.JniStaticTest,testLinkerNameSpaces,CtsJniTestCases,,
,3.3.1,C-0-10,Test Available,android.jni.cts.JniStaticTest,testLinkerNameSpaces,CtsJniTestCases,,
,3.3.1,C-0-11,Test Available,android.jni.cts.JniStaticTest,testLinkerNameSpaces,CtsJniTestCases,,
,3.3.1,C-0-12,Test Available,CtsDeqpTests,CtsDeqpTests,CtsDeqpTestCases,,
3.3.2 32-bit Arm Native Code Compatibility,3.3.2,C-3-1,Test Available,android.os.cts.BuildTest,testCpuAbi_valuesMatchPermitted(),CtsOsTestCases,,http://b/62059495
,3.3.2,C-2-1,Test Available,android.os.cts.CpuFeaturesTest,testArmCpuInfo(),CtsOsTestCases,,
,3.3.2,C-2-2,Test Available,android.os.cts.CpuInstructionTest,testEmulatedArmCpuFeatures(),CtsOsTestCases,3.3.2/C-1-1 in 8.1 CDD,
,3.3.2,C-2-3,Test Available,android.os.cts.CpuFeaturesTest.,testArmCpuinfo(),CtsOsTestCases,CtsContentTestCases,
3.4.1 WebView Compatibility,3.4.1,C-1-1,Not testable,,,,"Not Testable standalone. Webview tests are gated by this
flag",
,3.4.1,C-1-2,Not testable,,,,,http://b/110346722
,3.4.1,C-1-3,Test Available,android.webkit.cts.WebSettingsTest,testUserAgentString_default(),CtsWebkitTestCases,,
3.4.2 Browser Compatibility,3.4.2,C-1-1,Not testable,,,,,http://b/110346722
,3.4.2,C-1-2,Not testable,,,,,http://b/110346722
,3.4.2,C-2-1,Not testable,,,,,http://b/110346722
3.5 API Behavioral Comaptibility,3.5,C-0-1,Test Available,android.content.cts.IntentTest,public void .*,CtsContentTestCases,,
,3.5,C-0-2,Test Available,"android.content.cts.ContentProviderTest
android.app.cts.ServiceTest",public void .*,"CtsContentTestCases
CtsAppTestCases",,
,3.5,C-0-3,Test Available,"android.content.cts.IntentTest
android.content.cts.AvailableIntentTest",public void .*,CtsContentTestCases,,
,3.5,C-0-4,Test Missing,,,,,http://b/117427007
,3.5,C-0-5,Test Missing,,,,,http://b/77533746
,3.5,C-0-6,Test Available,android.app.cts.backgroundrestrictions.BroadcastsTest,"testNonSupportedBroadcastsNotDelivered_runtimeReceiver
testNonSupportedBroadcastsNotDelivered_manifestReceiver",CtsBackgroundRestrictionsTestCases,,
,3.5,C-0-7,Test Available,android.app.cts.ActivityManagerProcessStateTest,testBackgroundCheckStopsService(),CtsAppTestCases,,
,3.5,C-0-8,Test Available,android.os.cts.PowerManagerTests,testCachedProcessReleasesWakeLock(),CtsHostPowerManagerTestApp,,http://b/118399333
3.5.1 Background Restrictions,3.5.1,C-1-2,Manually Testable Missing Test,,,,"Requires manual UI validation. OEMs are free to modify 
settings UI",
,3.5.1,C-1-3,Not Testable,,,,,http://b/123775223
,3.5,C-0-9,Test Available,libcore.java.security.ProviderTest,testProviderList(),CtsLibcoreTestCases,,http://b/123021803
,3.5.1,C-1-4,Not testable,,,,,http://b/123775223
,3.5.1,C-1-5,Not testable,,,,,http://b/123775223
,3.5.1,C-1-6,Test Available,android.app.cts.ActivityManagerTest,testIsBackgroundRestricted,CtsServicesTestCases,,
,3.5.1,C-1-7,Test Available,android.app.cts.ActivityManagerProcessStateTest,testBackgroundCheckActivityService,CtsServicesTestCases,,
,3.5.1,C-1-8,Not testable,,,,,http://b/123775223
,3.5.1,C-1-9,Test Available,android.app.usage.cts.UsageStatsTest,testOrderedActivityLaunchSequenceInEventLog,CtsUsageStatsTestCases,,
3.6 API NameSpaces,3.6,C-0-1,Test Available,android.signature.cts.api.SignatureTest,testSignature(),CtsSignatureTestCases,,
,3.6,C-0-2,Test Available,android.signature.cts.api.SignatureTest,testSignature(),CtsSignatureTestCases,,
,3.6,C-0-3,Test Available,android.signature.cts.api.SignatureTest,testSignature(),CtsSignatureTestCases,,
,3.6,C-0-4,Not testable,,,,,http://b/110703502
,3.6,C-0-5,Not testable,,,,,http://b/110703502
,3.6,C-0-6,Not testable,,,,,http://b/110703502
3.7.Runtime Compatibility,3.7,C-0-2,Test Available,android.app.cts.ActivityManagerMemoryClassTest,testGetMemoryClass,CtsAppTestCases,,
3.8.1.Launcher(Home Screen),3.8.1,C-1-1,Test Available,android.server.cts.*,public void .*,CtsServicesHostTestCases,,
,3.8.1,C-1-2,Test Available,android.content.pm.cts.shortcutmanager.ShortcutManagerLauncherApiTest,testGetShortcutIconAdaptive,CtsShortcutManagerTestCases,,
,3.8.1,C-2-1,Test Available,android.content.pm.cts.shortcutmanager.ShortcutManagerRequestPinTest,testRequestPinShortcut,CtsShortcutManagerTestCases,,
,3.8.1,C-2-2,Test Available,android.content.pm.cts.shortcutmanager.ShortcutManagerRequestPinTest,testRequestPinShortcut,CtsShortcutManagerTestCases,,
,3.8.1,C-2-3,Test Available,"android.content.pm.cts.shortcutmanager.ShortcutManagerLauncherCallbacktest
andriod.content.pm.cts.ShortcutManagerMultiLauncherTest
android.content.pm.cts.ShortcutManagerStartShortcutTest",public void .*,CtsShortcutManagerTestCases,,
,3.8.1,C-3-1,Test Available,android.content.pm.cts.shortcutmanager.ShortcutManagerRequestPinTest,testRequestPinShortcutSupported,CtsShortcutManagerTestCases,,
,3.8.1,C-4-1,Test Available,android.content.pm.cts.shortcutmanager.*,public void .*,CtsShortcutManagerTestCases,,
,3.8.1,C-5-1,Test Available,android.app.cts.NotificationChannelTest,testShowBadge(),CtsAppTestCases,,
3.8.2 Widgets,3.8.2,C-1-1,Test Available,android.appwidget.cts.*,public void .*,CtsAppWidgetTestCases,,
,3.8.2,C-1-2,Test Available,com.android.cts.verifier.widget.WidgetTestActivity,com.android.cts.verifier.widget.WidgetTestActivity.*,CtsVerifierWidgetTest,,
,3.8.2,C-1-3,Test Available,com.android.cts.verifier.widget.WidgetTestActivity,com.android.cts.verifier.widget.WidgetTestActivity.*,CtsVerifierWidgetTest,,
,3.8.2,C-2-1,Test Available,android.appwidget.cts.RequestPinAppWidgetTest,verifyIsRequestPinAppWidgetSupported,CtsAppWidgetTestCases,,
,3.8.2,C-2-2,Test Available,android.appwidget.cts.RequestPinAppWidgetTest,"testPinWidget_launcher1()
testPinWidget_launcher2()",CtsAppWidgetTestCases,,
3.8.3. Notifications,3.8.3.1,C-1-1,Test Available,android.app.cts.NotificationChannelTest,public void.*,CtsAppTestCases,,
,3.8.3.1,C-1-2,Not testable,,,,This is covered by existing notification tests,
,3.8.3.1,C-1-3,Test Available,"android.app.cts.NotificationManagerTest
android.app.cts.NotificationChannelTest
android.app.cts.NotificationTest",public void .*,CtsAppTestCases,,
,8.2,A-0-1,Test Missing,,,,,http://b/120863368
,3.8.3.1,C-1-4,Test Available,"android.app.cts.NotificationManagerTest
android.app.cts.NotificationChannelTest
android.app.cts.NotificationTest",public void.*,CtsAppTestCases,,
,3.8.3.1,C-1-5,Manually Testable Missing Test,,,,Requires manual validation of UI elements in sysUI,http://b/123031181
,3.8.3.1,C-1-6,Manually Testable Missing Test,,,,System UI Modifiable by OEMS. ,http://b/123031181
,3.8.3.1,C-2-1,Test Available,android.app.cts.NotificationTest,testMessagingStyle_historicMessage,CtsAppTestCases,,
,3.8.3.1,C-3-1,Manually Testable Missing Test,,,,"The API is tested.CTS-V test required to verify the requirement
as stated",http://b/132272452
,3.8.3.1,C-3-2,Not testable,,,,The API is tested in NotificationManagerTests,
3.8.3.2 Notification Listener Service,3.8.3.2,C-1-1,Test Available,com.android.cts.verifier.notifications.NotificationListenerService,com.android.cts.verifier.notifications.NotificationListenerService.*,CTSVerifierNotification,,
,3.8.3.2,C-1-2,Test Available,com.android.cts.verifier.notifications.NotificationListenerService,com.android.cts.verifier.notifications.NotificationListenerService.*,CTSVerifierNotification,Closest test ,
,3.8.3.2,C-2-1,Test Available,com.android.cts.verifier.notifications.NotificationListenerService,com.android.cts.verifier.notifications.NotificationListenerService.*,CTSVerifierNotification,,
,3.8.3.2,C-2-2,Not testable,,,,Requires Manual Validation of UI elements in sysUI,
3.8.3.3 DND(Do Not Disturb),3.8.3.3,C-1-1,Test Available,android.systemintents.ctsTestSystemIntents,testSystemIntents(),CtsSystemIntentTestCases,,
,3.8.3.3,C-1-2,Manually Testable Missing Test,,,,,http://b/73775287
,3.8.3.3,C-1-3,Manually Testable Missing Test,,,,,http://b/73775287
3.8.4 Search,3.8.4,C-1-1,Test Available,android.app.cts.SearchManagerTest,public void.*,CtsAppTestCases,,
,3.8.4,C-2-1,Not testable,,,,,
,3.8.4,C-2-2,Not testable,,,,,
3.8.5 Alerts and Toasts,3.8.5,C-1-1,Not testable,,,,,
,3.8.5,C-1-2,Test Available,android.widget.toast.cts.LegacyToastTest,"testAddTwoToastViaTestApisWhenUidFocused
testAddSingleToastViaAddingWindowApisWhenUidFocused",CtsToastTestCases,,
3.8.6 Themes,3.8.6 ,C-1-1,Test Available,android.theme.cts.ThemeHostTest,testThemes(),CtsThemeHostTestCases,,
,3.8.6,C-1-2,Test Available,android.theme.cts.ThemeHostTest,testThemes(),CtsThemeHostTestCases,,
,3.8.6,C-2-1,Test Available,android.systemui.cts.LightBarTests,testLightStatusBarIcons(),CtsSystemUiTestCases,,
,3.8.6,C-2-2,Test Available,android.systemui.ctsLIghtBarTests,testLightStatusBarIcons(),CtsSystemUiTestCases,,
Live Wallpapers,3.8.7,C-1-1,Test Available,android.app.cts.SystemFeaturesTest,testLiveWallpaperFeature,CtsAppTestCases,,
3.8.8 Activity Switching,3.8.8,C-1-1,Other (see comment),,,,Looks like the CDD needs to be changed,http://b/116856436
,3.8.8,C-1-2,Test Available,com.android.cts.verifier.screenpinning.ScreenPinningTestActivity,.*,CtsVerifierScreenPinning,,
3.8.9.Input Management,3.8.9,C-1-1,Not testable,,,,,
,3.8.9,C-1-2,Test Available,android.systemintent.cts.TestSystemIntents,testSystemIntents,CtsSystemIntentTestCases,,
,3.8.9,C-2-1,Test Available,android.content.cts.AvailableIntentsTest,testRequestSetAutofillServiceIntent,CtsContentTestCases,,
3.8.12 Location,3.8.12,C-1-2,Manually Testable Missing Test,,,,Likely Not Testable,http://b/123360318
,3.8.12,C-1-3,Manually Testable Missing Test,,,,Likely Not Testable,http://b/123360318
3.8.13 Unicode and Font,3.8.13,C-1-1,Test Available,android.text.cts.PlainTest,testHasGlyph(),CtsTextTestCases,,
,3.8.13,C-1-2,Test Available,android.text.cts.PaintTest,testHasGlyph(),CtsTextTestCases,,
3.8.14.Multi-windows,3.8.14,C-1-1,Test Available,android.server.am.*,android.server.am.*,CtsActivityManagerDeviceTestCases,,
,3.8.14,C-1-2,Test Available,com.android.cts.tv.*,com.android.cts.tv.TvInputManagerHostTest.*,CtstvTestCases,,
,3.8.14,C-1-3,Test Available,android.server.am.ActivityManagerPinnedStackTests,testMinimumDeviceSize,CtsServicesHostTestCases,,
,3.8.14,C-2-1,Test Missing,,,,,http://b/131847802
,3.8.14,C-2-2,Not testable,,,,,
,3.8.14,C-2-3,Test Available,android.server.cts.ActivityAndWindowManagerState,assertValidBounds,"CtsServicesHostTestCases
CtsWindowManagerDeviceTestCases",,
,3.8.14,C-3-1,Test Available,android.app.cts.PipActivityTest,testLaunchPipActivity,CtsAppTestCases,,
,3.8.14,C-3-2,Not testable,,,,,
,3.8.14,C-3-3,Test Available,android.server.cts.ActivityManagerDockedStackTests,"testEnterPipAspectRatioMin
testEnterPipAspectRatioMax",CtsServicesHostTestCases,,
,3.8.14,C-3-4,Test Available,andriod.server.cts.ActivityManagerPinnedStackTests,testWindowButtonEnterPip,CtsServicesHostTestCases,,
,3.8.14,C-3-5,Not testable,,,,,
,3.8.14,C-3-6,Test Missing,,,,,http://b/131847802
3.8.15 Display Cutout,3.8.15,C-1-1,Test Available,android.server.wm.DisplayCutoutTests,android.server.wm.DisplayCutoutTests.*,CtsDisplayTestCases,,
,3.8.15,C-1-2,Test Available,android.server.wm.DisplayCutoutTests,android.server.wm.DisplayCutoutTests.*,CtsDisplayTestCases,,
,3.8.15,C-1-3,Test Available,android.server.wm.DisplayCutoutTests,android.server.wm.DisplayCutoutTests.*,CtsDisplayTestCases,,
,3.8.15,C-1-4,Test Available,android.server.wm.DisplayCutoutTests,android.server.wm.DisplayCutoutTests.*,CtsDisplayTestCases,,
3.9.1.1 Device Owner Provisioning,3.9.1.1,C-1-3,Not testable,,,,,http://b/80425698
,3.9.1.1,C-1-4,Test Available,com.android.cts.deviceowner.DeviceOwnerProvisioningTest,testProvisionDeviceOwner(),CtsDevicePolicyManagerTestCases,,
,3.9.1.1,C-1-5,Not testable,,,,,http://b/80425698
,3.9.1.1,C-1-6,Test Available,com.android.cts.managedprofile.PreManagedProfileTest,testIsProvisioningAllowedFalse(),CtsDevicePolicyManagerTestCases,,
,3.9.1.1,C-1-7,Test Available,com.android.cts.devicepolicy.CustomDeviceOwnerTest,testCannotSetDeviceOwnerWhenAccountPresent,CtsDevicePolicyManagerTestCases,,
,3.9.1.1,C-1-2,Not testable,,,,,
,3.9.1.1,C-2-1,Not testable,,,,,
,3.9.1.1,C-2-2,Not testable,,,,,http://b/80425698
,3.9.1.2,C-1-1,Test Available,com.android.cts.verifier.managedprovisioning.*,com.android.cts.verifier.managedprovisioning.*.*,CtsVerifierManagedProvisioning,,
,3.9.1.2,C-1-2,Test Available,com.android.cts.verifier.managedprovisioning.*,.*,CtsVerifierManagedProvisioning,,
,3.9.1.2,C-1-3,Test Available,com.android.cts.verifier.managedprovisioning,com.android.cts.verifier.managedprovisioning.*,CtsVerifierManagedProvisioning,,
,3.9.2,C-1-1,Test Available,com.android.cts.verifier.managedprovisioning.,com.android.cts.verifier.managedprovisioning.*,CtsVerifierManagedProvisioning,,
,3.9.2,C-1-2,Test Available,com.android.cts.verifier.managedprovisioning.,com.android.cts.verifier.managedprovisioning.*,CtsVerifierManagedProvisioning,,
,3.9.2,C-1-3,Test Available,com.android.cts.verifier.managedprovisioning.,com.android.cts.verifier.managedprovisioning.*,CtsVerifierManagedProvisioning,,
,3.9.2,C-1-4,Test Available,com.android.cts.verifier.managedprovisioning.,com.android.cts.verifier.managedprovisioning.*,CtsVerifierManagedProvisioning,,
,3.9.2,C-1-5,Test Available,com.android.cts.verifier.managedprovisioning.,com.android.cts.verifier.managedprovisioning.*,CtsVerifierManagedProvisioning,,
,3.9.2,C-1-6,Test Available,com.android.cts.verifier.managedprovisioning.,com.android.cts.verifier.managedprovisioning.*,CtsVerifierManagedProvisioning,,
,3.9.2,C-1-7,Test Available,com.android.cts.devicepolicy.ManagedProfileTest,runManagedContactsTest(),CtsVerifierManagedProvisioning,,
,3.9.2,C-1-8,Test Available,com.android.cts.verifier.managedprovisioning.,com.android.cts.verifier.managedprovisioning.*,CtsVerifierManagedProvisioning,,
,3.9.2,C-1-9,Test Available,com.android.cts.verifier.managedprovisioning.,com.android.cts.verifier.managedprovisioning.*,CtsVerifierManagedProvisioning,,
,3.9.2,C-1-10,Test Available,com.android.cts.verifier.managedprovisioning.,com.android.cts.verifier.managedprovisioning.*,CtsVerifierManagedProvisioning,,
,3.9.3,C-1-1,Not testable,,,,"This cannot be automated since OEMs have
freedom to implement it whichever way",
3.10 Accessibility,3.10.,C-1-1,Test Available,android.accessibilityservice.cts.*,public void .*,CtsAccessibilityServiceTestCases,,
,3.10.,C-1-2,Test Available,android.accessibilityservice.cts.AccessibilityEndToEndTest,"testTypeNotificationStateChangedAccessibilityEvent
testTypeViewClickedAccessibilityEvent
testTypeViewFocusedAccessibilityEvent
testTypeViewLongClickedAccessibilityEvent
testTypeViewSelectedAccessibilityEvent
testTypeViewTextChangedAccessibilityEvent
testTypeWindowStateChangedAccessibilityEvent",CtsAccessibilityServiceTestCases,,
,3.10.,C-1-3,Test Available,android.accessibilityservice.cts.AccessibilitySettingsTest,testAccessibilitySettingsIntentHandled,CtsAccessibilityServiceTestCases,,
,3.10.,C-1-4,Not testable,,,,This requires UI verification,
,3.10.,C-2-1,Test Missing,,,,,http://b/74204992
3.11.Text-to-Speech,3.11,C-1-1,Test Available,"android.speech.tts.cts.TextToSpeechServiceTest
android.speech.tts.cts.TextToSpeechTest","android.speech.tts.cts.TextToSpeechServiceTest.*
android.speech.tts.cts.TextToSpeechTest.*",CtsSpeechTestCases,,
,3.11,C-2-1,Manually Testable Missing Test,,,,,http://b/74203864
3.12 TV Input Framework,3.12,C-1-1,Not testable,,,,"TV test cases are gated by this feature. No way to 
test standalone",
,3.12,C-1-2,Test Available,com.android.cts.tv.*,com.android.cts.tv.TvInputManagerHostTest.*,CtsTVtestCases,,
3.13 Quick Settings,3.13,C-1-1,Test Available,android.host.systemui.TileServiceTest,"testAddTile()
testRemoveTile()",CtsSystemUiTestCases,,http://b/76170743
,3.13,C-1-2,Test Available,com.android.cts.verifier.qstiles.TileServiceVerifierActivity,com.android.cts.verifier.qstiles.TileServiceVerifierActivity,CtsVerifierQuickSettingsTestCases,,http://b/76170743
,3.13,C-1-3,Test Available,com.android.cts.verifier.qstiles.TileServiceVerifierActivity,com.android.cts.verifier.qstiles.TileServiceVerifierActivity,CtsVerifierQuickSettingsTestCases,,http://b/76170743
,3.9.3,C-1-1,Manually Testable Missing Test,,,,"This cannot be automated since OEMs have
freedom to implement it whichever way",http://b/73800782
3.14.Media UI,3.14,C-1-1,Not testable,,,,,http://b/77276371
,3.14,C-1-2,Not testable,,,,,http://b/77276371
,3.14,C-1-3,Not testable,,,,,http://b/77276371
,3.14,C-1-4,Not testable,,,,,http://b/77276371
,3.14,C-1-5,Test Available,android.media.cts.MediaSessionTest,testCallbackOnMediaButtonEvent,CtsMediaTestCases,,
3.15 Instant Apps,3.15,C-0-1,Test Available,android.appsecurity.cts.EphemeralTest,"testInstallPermissionNotGranted()
testInstallPermissionGranted()",CtsAppSecurityHostTestCases,,
,3.15,C-0-2,Test Available,android.appsecurity.cts.EphemeralTest,"testNormalQuery()
testNormalStartNormal()
testNormalStartEphemeral()
testEphemeralQuery()
testEphemeralStartNormal()
testEphemeralStartExposed0*",CtsAppSecurityHostTestCases,,
,3.15,C-0-3,Test Available,android.appsecurity.cts.EphemeralTest,"testNormalQuery()
testNormalStartNormal()
testNormalStartEphemeral()
testEphemeralQuery()
testEphemeralStartNormal()
testExposedSystemActivities()
testEphemeralStartExposed0*",CtsAppSecurityHostTestCases,,
,3.15,C-0-4,Test Available,android.appsecurity.cts.EphemeralTest,testPackageInfo(),CtsAppSecurityHostTestCases,,
3.16 Companion Device Pairing,3.16,C-1-1,Not testable,,,,"Cannot be tested standalone. CompanionTests are gated
by this flag",
,3.16,C-1-2,Test Available,com.android.cts.verifier.companion.CompanionDeviceTestActivity,com.android.cts.verifier.companion.CompanionDeviceTestActivity.*,CtsVerifierCompanion,,
,3.16,C-1-3,Test Available,com.android.cts.verifier.companion.CompanionDeviceTestActivity,com.android.cts.verifier.companion.CompanionDeviceTestActivity.*,CtsVerifierCompanion,,
3.17.HeavyWeight Apps,3.17,C-1-1,Test Available,android.app.cts.ActivityManagerProcessStateTest,testCantSaveStateLaunchAndSwitch,CtsAppTestCases,,
,3.17,C-1-2,Test Available,android.app.cts.ActivityManagerProcessStateTest,testCantSaveStateLaunchAndSwitch,CtsAppTestCases,startActivityAndWaitForShow,
,3.17,C-1-3,Test Available,android.app.cts.ActivityManagerProcessStateTest,testCantSaveStateLaunchAndBackground,CtsAppTestCases,,
,3.17,C-2-1,Test Available,android.app.cts.ActivityManagerProcessStateTest,public void .*,CtsAppTestCases,,http://b/121164686
4.Application Packaging Compatibility,4,C-0-1,Test Available,android.appsecurity.cts.SplitTests,android.appsecurity.cts.SplitTests.*,CtsAppSecurityTestCases,,
,4,C-0-2,Test Available,android.appsecurity.cts.PkgInstallSignatureVerificationTest,testInstallOriginalSucceeds,CtsAppSecurityTestCases,,
,4,C-0-3,Not testable,,,,,
,4,C-0-5,Test Available,android.packageinstaller.externalsources.ctsExternalSourcesTest,testManageUnknownSourcesExists,CtsExternalSourcesTestCases,,
,4,C-0-6,Test Available,android.packageinstaller.externalsources.cts.ExternalSourcesTest,"blockedSourcesTest
allowedSourcesTest
defaultSourcesTest",CtsExternalSourcesTestCases,,
,4,C-0-7,Test Available,android.harmfulappwarning.cts.HarmfulAppWarningTest,"testNormalLaunch
testLaunchAnyway
testUninstall
testDismissDialog",CtsHarmfulAppWarningHostTestCases,,
5.1.1 Audio Encoding,5.1.1,C-1-1,Test Available,android.media.cts.DecoderTest,testDecodeWav,CtsMediaTestCases,,
5.1.2 Audio Decoding,5.1.2,C-1-1,Test Available,android.media.cts.MediaCodecListTest,testRequiredMediaCodecList(),CtsMediaTestCases,,
,5.1.2,C-1-2,Test Available,android.media.cts.MediaCodecListTest,testRequiredMediaCodecList(),CtsMediaTestCases,,
,5.1.2,C-1-3,Test Available,android.media.cts.MediaCodecListTest,testRequiredMediaCodecList(),CtsMediaTestCases,,
,5.1.2,C-1-4,Test Available,android.media.cts.MediaCodecListTest,testRequiredMediaCodecList(),CtsMediaTestCases,,
,5.1.2,C-1-5,Test Available,android.media.cts.MediaCodecListTest,testRequiredMediaCodecList(),CtsMediaTestCases,,
,5.1.2,C-1-6,Test Available,"android.media.cts.MediaCodecListTest
android.media.cts.DecoderTest","testRequiredMediaCodecList()
testDecodeMp3Lame()",CtsMediaTestCases,,
,5.1.2,C-1-7,Not testable,,,,,
,5.1.2,C-1-8,Test Available,"android.media.cts.MediaCodecListTest
android.media.cts.DecoderTest","testRequiredMediaCodecList()
testDecodeVorbis()",CtsMediaTestCases,,
,5.1.2,C-1-9,Test Available,"android.media.cts.MediaCodecListTest
android.media.cts.DecoderTest","testRequiredMediaCodecList()
testDecodeWav()",CtsMediaTestCases,,
,5.1.2,C-1-10,Test Available,"android.media.cts.MediaCodecListTest
android.media.cts.DecoderTest","testRequiredMediaCodecList()
testDecodeOpus()",CtsMediaTestCases,,
